##Databases: KEGG PATHWAY, Reactome, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
nuclear migration	Gene Ontology	GO:0007097	1	15	0.0426377723803	0.0692831243321	PTK2	http://amigo.geneontology.org/amigo/term/GO:0007097
death receptor binding	Gene Ontology	GO:0005123	1	15	0.0426377723803	0.0692831243321	CASP8	http://amigo.geneontology.org/amigo/term/GO:0005123
endocytic vesicle lumen	Gene Ontology	GO:0071682	1	15	0.0426377723803	0.0692831243321	HSP90AA1	http://amigo.geneontology.org/amigo/term/GO:0071682
cell adhesion	Gene Ontology	GO:0007155	4	478	0.0428775346697	0.0695877011722	SRC|DPP4|GP1BA|EPHA2	http://amigo.geneontology.org/amigo/term/GO:0007155
perinuclear region of cytoplasm	Gene Ontology	GO:0048471	5	697	0.0430294425189	0.0697916567684	PPARG|HSP90AA1|SCN5A|ALDH1A2|SRC	http://amigo.geneontology.org/amigo/term/GO:0048471
neutrophil degranulation	Gene Ontology	GO:0043312	4	482	0.0439669872818	0.0712254483372	HSP90AA1|KRT1|IMPDH1|CTSG	http://amigo.geneontology.org/amigo/term/GO:0043312
cytoplasmic vesicle	Gene Ontology	GO:0031410	3	285	0.044165329508	0.071503211498	ANG|ATM|FGFR1	http://amigo.geneontology.org/amigo/term/GO:0031410
ubiquitin protein ligase activity	Gene Ontology	GO:0061630	3	286	0.0445432183597	0.07154800918	TRIM11|MDM2|TRIM17	http://amigo.geneontology.org/amigo/term/GO:0061630
protein ubiquitination	Gene Ontology	GO:0016567	4	486	0.045071968599	0.07154800918	TRIM11|MDM2|TRIM17|WDTC1	http://amigo.geneontology.org/amigo/term/GO:0016567
B cell receptor signaling pathway	Gene Ontology	GO:0050853	2	122	0.0450746282562	0.07154800918	ITK|LCK	http://amigo.geneontology.org/amigo/term/GO:0050853
spindle	Gene Ontology	GO:0005819	2	122	0.0450746282562	0.07154800918	ATM|KIF11	http://amigo.geneontology.org/amigo/term/GO:0005819
bone remodeling	Gene Ontology	GO:0046849	1	16	0.0452420118199	0.07154800918	EPHA2	http://amigo.geneontology.org/amigo/term/GO:0046849
positive regulation of calcineurin-NFAT signaling cascade	Gene Ontology	GO:0070886	1	16	0.0452420118199	0.07154800918	TNF	http://amigo.geneontology.org/amigo/term/GO:0070886
positive regulation of vascular endothelial cell proliferation	Gene Ontology	GO:1905564	1	16	0.0452420118199	0.07154800918	FGFR1	http://amigo.geneontology.org/amigo/term/GO:1905564
oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	Gene Ontology	GO:0016709	1	16	0.0452420118199	0.07154800918	POR	http://amigo.geneontology.org/amigo/term/GO:0016709
hematopoietic stem cell differentiation	Gene Ontology	GO:0060218	1	16	0.0452420118199	0.07154800918	TP53	http://amigo.geneontology.org/amigo/term/GO:0060218
positive regulation of nitric-oxide synthase biosynthetic process	Gene Ontology	GO:0051770	1	16	0.0452420118199	0.07154800918	KDR	http://amigo.geneontology.org/amigo/term/GO:0051770
cardiac muscle cell action potential involved in contraction	Gene Ontology	GO:0086002	1	16	0.0452420118199	0.07154800918	SCN5A	http://amigo.geneontology.org/amigo/term/GO:0086002
prostaglandin biosynthetic process	Gene Ontology	GO:0001516	1	16	0.0452420118199	0.07154800918	PTGS1	http://amigo.geneontology.org/amigo/term/GO:0001516
NAD(P)+ nucleosidase activity	Gene Ontology	GO:0050135	1	16	0.0452420118199	0.07154800918	IL18R1	http://amigo.geneontology.org/amigo/term/GO:0050135
ventricular trabecula myocardium morphogenesis	Gene Ontology	GO:0003222	1	16	0.0452420118199	0.07154800918	TGFBR1	http://amigo.geneontology.org/amigo/term/GO:0003222
NAD+ nucleotidase, cyclic ADP-ribose generating	Gene Ontology	GO:0061809	1	16	0.0452420118199	0.07154800918	IL18R1	http://amigo.geneontology.org/amigo/term/GO:0061809
positive regulation of vascular associated smooth muscle cell migration	Gene Ontology	GO:1904754	1	16	0.0452420118199	0.07154800918	MDM2	http://amigo.geneontology.org/amigo/term/GO:1904754
estrous cycle	Gene Ontology	GO:0044849	1	16	0.0452420118199	0.07154800918	MMP7	http://amigo.geneontology.org/amigo/term/GO:0044849
negative regulation of wound healing	Gene Ontology	GO:0061045	1	16	0.0452420118199	0.07154800918	HMGCR	http://amigo.geneontology.org/amigo/term/GO:0061045
positive regulation of sodium ion transport	Gene Ontology	GO:0010765	1	16	0.0452420118199	0.07154800918	SCN5A	http://amigo.geneontology.org/amigo/term/GO:0010765
MHC class II protein complex binding	Gene Ontology	GO:0023026	1	16	0.0452420118199	0.07154800918	HSP90AA1	http://amigo.geneontology.org/amigo/term/GO:0023026
calcium-dependent protein kinase C activity	Gene Ontology	GO:0004698	1	16	0.0452420118199	0.07154800918	PRKCQ	http://amigo.geneontology.org/amigo/term/GO:0004698
membrane depolarization during action potential	Gene Ontology	GO:0086010	1	16	0.0452420118199	0.07154800918	SCN5A	http://amigo.geneontology.org/amigo/term/GO:0086010
ATP-dependent microtubule motor activity, plus-end-directed	Gene Ontology	GO:0008574	1	16	0.0452420118199	0.07154800918	KIF11	http://amigo.geneontology.org/amigo/term/GO:0008574
spindle organization	Gene Ontology	GO:0007051	1	16	0.0452420118199	0.07154800918	KIF11	http://amigo.geneontology.org/amigo/term/GO:0007051
regulation of signaling receptor activity	Gene Ontology	GO:0010469	1	16	0.0452420118199	0.07154800918	PDE4D	http://amigo.geneontology.org/amigo/term/GO:0010469
tight junction	Gene Ontology	GO:0070160	1	16	0.0452420118199	0.07154800918	EPHA2	http://amigo.geneontology.org/amigo/term/GO:0070160
neuron cellular homeostasis	Gene Ontology	GO:0070050	1	16	0.0452420118199	0.07154800918	SLC6A2	http://amigo.geneontology.org/amigo/term/GO:0070050
chemokine receptor activity	Gene Ontology	GO:0004950	1	16	0.0452420118199	0.07154800918	CCRL2	http://amigo.geneontology.org/amigo/term/GO:0004950
SUMO transferase activity	Gene Ontology	GO:0019789	1	16	0.0452420118199	0.07154800918	MDM2	http://amigo.geneontology.org/amigo/term/GO:0019789
cellular response to prostaglandin E stimulus	Gene Ontology	GO:0071380	1	16	0.0452420118199	0.07154800918	PPARG	http://amigo.geneontology.org/amigo/term/GO:0071380
carbohydrate metabolic process	Gene Ontology	GO:0005975	2	123	0.0457281432503	0.0722309151103	ME1|LDHAL6A	http://amigo.geneontology.org/amigo/term/GO:0005975
autophagy	Gene Ontology	GO:0006914	2	126	0.0477096354145	0.0738122739224	TP53|TRIM17	http://amigo.geneontology.org/amigo/term/GO:0006914
trans-Golgi network transport vesicle	Gene Ontology	GO:0030140	1	17	0.0478392331738	0.0738122739224	FURIN	http://amigo.geneontology.org/amigo/term/GO:0030140
negative regulation of B cell proliferation	Gene Ontology	GO:0030889	1	17	0.0478392331738	0.0738122739224	ATM	http://amigo.geneontology.org/amigo/term/GO:0030889
positive regulation of ubiquitin-dependent protein catabolic process	Gene Ontology	GO:2000060	1	17	0.0478392331738	0.0738122739224	PTK2	http://amigo.geneontology.org/amigo/term/GO:2000060
voltage-gated sodium channel complex	Gene Ontology	GO:0001518	1	17	0.0478392331738	0.0738122739224	SCN5A	http://amigo.geneontology.org/amigo/term/GO:0001518
interferon-gamma production	Gene Ontology	GO:0032609	1	17	0.0478392331738	0.0738122739224	ITK	http://amigo.geneontology.org/amigo/term/GO:0032609
RNA phosphodiester bond hydrolysis	Gene Ontology	GO:0090501	1	17	0.0478392331738	0.0738122739224	ANG	http://amigo.geneontology.org/amigo/term/GO:0090501
positive regulation of protein localization to cell surface	Gene Ontology	GO:2000010	1	17	0.0478392331738	0.0738122739224	TNF	http://amigo.geneontology.org/amigo/term/GO:2000010
cellular respiration	Gene Ontology	GO:0045333	1	17	0.0478392331738	0.0738122739224	CYP1A2	http://amigo.geneontology.org/amigo/term/GO:0045333
negative regulation of interleukin-12 production	Gene Ontology	GO:0032695	1	17	0.0478392331738	0.0738122739224	JAK3	http://amigo.geneontology.org/amigo/term/GO:0032695
cellular response to estrogen stimulus	Gene Ontology	GO:0071391	1	17	0.0478392331738	0.0738122739224	MDM2	http://amigo.geneontology.org/amigo/term/GO:0071391
transmembrane-ephrin receptor activity	Gene Ontology	GO:0005005	1	17	0.0478392331738	0.0738122739224	EPHA2	http://amigo.geneontology.org/amigo/term/GO:0005005
regulation of extrinsic apoptotic signaling pathway via death domain receptors	Gene Ontology	GO:1902041	1	17	0.0478392331738	0.0738122739224	CASP8	http://amigo.geneontology.org/amigo/term/GO:1902041
positive regulation of telomere capping	Gene Ontology	GO:1904355	1	17	0.0478392331738	0.0738122739224	PRKCQ	http://amigo.geneontology.org/amigo/term/GO:1904355
positive regulation of calcium-mediated signaling	Gene Ontology	GO:0050850	1	17	0.0478392331738	0.0738122739224	ZAP70	http://amigo.geneontology.org/amigo/term/GO:0050850
positive regulation of brown fat cell differentiation	Gene Ontology	GO:0090336	1	17	0.0478392331738	0.0738122739224	PIM1	http://amigo.geneontology.org/amigo/term/GO:0090336
mitotic cell cycle arrest	Gene Ontology	GO:0071850	1	17	0.0478392331738	0.0738122739224	TP53	http://amigo.geneontology.org/amigo/term/GO:0071850
cellular response to low-density lipoprotein particle stimulus	Gene Ontology	GO:0071404	1	17	0.0478392331738	0.0738122739224	PPARG	http://amigo.geneontology.org/amigo/term/GO:0071404
sterol biosynthetic process	Gene Ontology	GO:0016126	1	17	0.0478392331738	0.0738122739224	HMGCR	http://amigo.geneontology.org/amigo/term/GO:0016126
cardiac muscle tissue development	Gene Ontology	GO:0048738	1	17	0.0478392331738	0.0738122739224	ALDH1A2	http://amigo.geneontology.org/amigo/term/GO:0048738
monocyte differentiation	Gene Ontology	GO:0030224	1	17	0.0478392331738	0.0738122739224	PPARG	http://amigo.geneontology.org/amigo/term/GO:0030224
blood coagulation, intrinsic pathway	Gene Ontology	GO:0007597	1	17	0.0478392331738	0.0738122739224	GP1BA	http://amigo.geneontology.org/amigo/term/GO:0007597
positive regulation of mitochondrial fission	Gene Ontology	GO:0090141	1	17	0.0478392331738	0.0738122739224	KDR	http://amigo.geneontology.org/amigo/term/GO:0090141
DNA damage response, signal transduction by p53 class mediator	Gene Ontology	GO:0030330	1	17	0.0478392331738	0.0738122739224	TP53	http://amigo.geneontology.org/amigo/term/GO:0030330
ribosomal small subunit binding	Gene Ontology	GO:0043024	1	17	0.0478392331738	0.0738122739224	PIM1	http://amigo.geneontology.org/amigo/term/GO:0043024
acrosome reaction	Gene Ontology	GO:0007340	1	17	0.0478392331738	0.0738122739224	PCSK4	http://amigo.geneontology.org/amigo/term/GO:0007340
leukotriene metabolic process	Gene Ontology	GO:0006691	1	17	0.0478392331738	0.0738122739224	GGT5	http://amigo.geneontology.org/amigo/term/GO:0006691
low-density lipoprotein particle binding	Gene Ontology	GO:0030169	1	17	0.0478392331738	0.0738122739224	CRP	http://amigo.geneontology.org/amigo/term/GO:0030169
long-chain fatty acid transporter activity	Gene Ontology	GO:0005324	1	17	0.0478392331738	0.0738122739224	FABP4	http://amigo.geneontology.org/amigo/term/GO:0005324
N-glycan processing	Gene Ontology	GO:0006491	1	17	0.0478392331738	0.0738122739224	MAN1B1	http://amigo.geneontology.org/amigo/term/GO:0006491
response to pain	Gene Ontology	GO:0048265	1	17	0.0478392331738	0.0738122739224	SLC6A2	http://amigo.geneontology.org/amigo/term/GO:0048265
iron ion binding	Gene Ontology	GO:0005506	2	127	0.0483770371887	0.074555572956	SCD|CYP1A2	http://amigo.geneontology.org/amigo/term/GO:0005506
Z disc	Gene Ontology	GO:0030018	2	127	0.0483770371887	0.074555572956	SCN5A|FKBP1A	http://amigo.geneontology.org/amigo/term/GO:0030018
transmembrane transport	Gene Ontology	GO:0055085	3	296	0.0484108439089	0.0745644729576	SLC6A3|SLC6A2|SLC5A7	http://amigo.geneontology.org/amigo/term/GO:0055085
fibrillar center	Gene Ontology	GO:0001650	2	129	0.0497220579438	0.076260574628	SP140|KIT	http://amigo.geneontology.org/amigo/term/GO:0001650
protein-containing complex assembly	Gene Ontology	GO:0065003	2	129	0.0497220579438	0.076260574628	MDM2|TP53	http://amigo.geneontology.org/amigo/term/GO:0065003
cell communication	Gene Ontology	GO:0007154	1	18	0.0504294551769	0.076260574628	ANG	http://amigo.geneontology.org/amigo/term/GO:0007154
DNA polymerase binding	Gene Ontology	GO:0070182	1	18	0.0504294551769	0.076260574628	HSP90AA1	http://amigo.geneontology.org/amigo/term/GO:0070182
negative regulation of TORC1 signaling	Gene Ontology	GO:1904262	1	18	0.0504294551769	0.076260574628	ATM	http://amigo.geneontology.org/amigo/term/GO:1904262
positive regulation of stress-activated MAPK cascade	Gene Ontology	GO:0032874	1	18	0.0504294551769	0.076260574628	HMGCR	http://amigo.geneontology.org/amigo/term/GO:0032874
pharyngeal system development	Gene Ontology	GO:0060037	1	18	0.0504294551769	0.076260574628	TGFBR1	http://amigo.geneontology.org/amigo/term/GO:0060037
hindbrain development	Gene Ontology	GO:0030902	1	18	0.0504294551769	0.076260574628	ALDH1A2	http://amigo.geneontology.org/amigo/term/GO:0030902
positive regulation of interleukin-17 production	Gene Ontology	GO:0032740	1	18	0.0504294551769	0.076260574628	PRKCQ	http://amigo.geneontology.org/amigo/term/GO:0032740
negative regulation of focal adhesion assembly	Gene Ontology	GO:0051895	1	18	0.0504294551769	0.076260574628	SRC	http://amigo.geneontology.org/amigo/term/GO:0051895
negative regulation of DNA replication	Gene Ontology	GO:0008156	1	18	0.0504294551769	0.076260574628	TP53	http://amigo.geneontology.org/amigo/term/GO:0008156
negative regulation of viral entry into host cell	Gene Ontology	GO:0046597	1	18	0.0504294551769	0.076260574628	TRIM11	http://amigo.geneontology.org/amigo/term/GO:0046597
regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	Gene Ontology	GO:0010880	1	18	0.0504294551769	0.076260574628	PDE4D	http://amigo.geneontology.org/amigo/term/GO:0010880
blastocyst formation	Gene Ontology	GO:0001825	1	18	0.0504294551769	0.076260574628	FURIN	http://amigo.geneontology.org/amigo/term/GO:0001825
myeloid dendritic cell differentiation	Gene Ontology	GO:0043011	1	18	0.0504294551769	0.076260574628	TGFBR2	http://amigo.geneontology.org/amigo/term/GO:0043011
regulation of sodium ion transport	Gene Ontology	GO:0002028	1	18	0.0504294551769	0.076260574628	ADRB2	http://amigo.geneontology.org/amigo/term/GO:0002028
telencephalon development	Gene Ontology	GO:0021537	1	18	0.0504294551769	0.076260574628	SCN5A	http://amigo.geneontology.org/amigo/term/GO:0021537
ventricular cardiac muscle cell action potential	Gene Ontology	GO:0086005	1	18	0.0504294551769	0.076260574628	SCN5A	http://amigo.geneontology.org/amigo/term/GO:0086005
stress fiber assembly	Gene Ontology	GO:0043149	1	18	0.0504294551769	0.076260574628	SRC	http://amigo.geneontology.org/amigo/term/GO:0043149
establishment of endothelial barrier	Gene Ontology	GO:0061028	1	18	0.0504294551769	0.076260574628	PDE4D	http://amigo.geneontology.org/amigo/term/GO:0061028
negative regulation of vascular associated smooth muscle cell proliferation	Gene Ontology	GO:1904706	1	18	0.0504294551769	0.076260574628	PPARG	http://amigo.geneontology.org/amigo/term/GO:1904706
endocardial cushion morphogenesis	Gene Ontology	GO:0003203	1	18	0.0504294551769	0.076260574628	MDM2	http://amigo.geneontology.org/amigo/term/GO:0003203
myoblast differentiation	Gene Ontology	GO:0045445	1	18	0.0504294551769	0.076260574628	HMGCR	http://amigo.geneontology.org/amigo/term/GO:0045445
response to fatty acid	Gene Ontology	GO:0070542	1	18	0.0504294551769	0.076260574628	SCD	http://amigo.geneontology.org/amigo/term/GO:0070542
positive regulation of angiogenesis	Gene Ontology	GO:0045766	2	131	0.0510805480976	0.0772012829203	TGFBR2|KDR	http://amigo.geneontology.org/amigo/term/GO:0045766
membrane organization	Gene Ontology	GO:0061024	2	133	0.052452324768	0.0787346581402	ADRB2|CHRM2	http://amigo.geneontology.org/amigo/term/GO:0061024
positive regulation of GTPase activity	Gene Ontology	GO:0043547	3	307	0.0528495459195	0.0787346581402	SLC6A2|RGS1|ALDH1A1	http://amigo.geneontology.org/amigo/term/GO:0043547
transition metal ion binding	Gene Ontology	GO:0046914	1	19	0.0530126965147	0.0787346581402	FGFR1	http://amigo.geneontology.org/amigo/term/GO:0046914
positive regulation of chondrocyte differentiation	Gene Ontology	GO:0032332	1	19	0.0530126965147	0.0787346581402	POR	http://amigo.geneontology.org/amigo/term/GO:0032332
platelet formation	Gene Ontology	GO:0030220	1	19	0.0530126965147	0.0787346581402	PTPN11	http://amigo.geneontology.org/amigo/term/GO:0030220
core promoter sequence-specific DNA binding	Gene Ontology	GO:0001046	1	19	0.0530126965147	0.0787346581402	TP53	http://amigo.geneontology.org/amigo/term/GO:0001046
ion channel activity	Gene Ontology	GO:0005216	1	19	0.0530126965147	0.0787346581402	ASIC4	http://amigo.geneontology.org/amigo/term/GO:0005216
negative regulation of interleukin-10 production	Gene Ontology	GO:0032693	1	19	0.0530126965147	0.0787346581402	JAK3	http://amigo.geneontology.org/amigo/term/GO:0032693
positive regulation of blood pressure	Gene Ontology	GO:0045777	1	19	0.0530126965147	0.0787346581402	OXT	http://amigo.geneontology.org/amigo/term/GO:0045777
positive regulation of smooth muscle cell migration	Gene Ontology	GO:0014911	1	19	0.0530126965147	0.0787346581402	SRC	http://amigo.geneontology.org/amigo/term/GO:0014911
cell-substrate adhesion	Gene Ontology	GO:0031589	1	19	0.0530126965147	0.0787346581402	PPARD	http://amigo.geneontology.org/amigo/term/GO:0031589
positive regulation of T cell differentiation	Gene Ontology	GO:0045582	1	19	0.0530126965147	0.0787346581402	ZAP70	http://amigo.geneontology.org/amigo/term/GO:0045582
positive regulation of amyloid-beta formation	Gene Ontology	GO:1902004	1	19	0.0530126965147	0.0787346581402	TNF	http://amigo.geneontology.org/amigo/term/GO:1902004
anchored component of external side of plasma membrane	Gene Ontology	GO:0031362	1	19	0.0530126965147	0.0787346581402	GP1BA	http://amigo.geneontology.org/amigo/term/GO:0031362
cellular response to extracellular stimulus	Gene Ontology	GO:0031668	1	19	0.0530126965147	0.0787346581402	ADORA2B	http://amigo.geneontology.org/amigo/term/GO:0031668
positive regulation of macrophage chemotaxis	Gene Ontology	GO:0010759	1	19	0.0530126965147	0.0787346581402	PTK2	http://amigo.geneontology.org/amigo/term/GO:0010759
leukocyte tethering or rolling	Gene Ontology	GO:0050901	1	19	0.0530126965147	0.0787346581402	TNF	http://amigo.geneontology.org/amigo/term/GO:0050901
mitochondrial transport	Gene Ontology	GO:0006839	1	19	0.0530126965147	0.0787346581402	HSP90AA1	http://amigo.geneontology.org/amigo/term/GO:0006839
positive regulation of superoxide anion generation	Gene Ontology	GO:0032930	1	19	0.0530126965147	0.0787346581402	CRP	http://amigo.geneontology.org/amigo/term/GO:0032930
neuron fate commitment	Gene Ontology	GO:0048663	1	19	0.0530126965147	0.0787346581402	TGFBR1	http://amigo.geneontology.org/amigo/term/GO:0048663
interleukin-7-mediated signaling pathway	Gene Ontology	GO:0038111	1	19	0.0530126965147	0.0787346581402	JAK3	http://amigo.geneontology.org/amigo/term/GO:0038111
telomere maintenance via telomerase	Gene Ontology	GO:0007004	1	19	0.0530126965147	0.0787346581402	HSP90AA1	http://amigo.geneontology.org/amigo/term/GO:0007004
blastocyst development	Gene Ontology	GO:0001824	1	19	0.0530126965147	0.0787346581402	TGFBR1	http://amigo.geneontology.org/amigo/term/GO:0001824
mannose binding	Gene Ontology	GO:0005537	1	20	0.0555889758229	0.0813795683484	CLEC4M	http://amigo.geneontology.org/amigo/term/GO:0005537
ankyrin binding	Gene Ontology	GO:0030506	1	20	0.0555889758229	0.0813795683484	SCN5A	http://amigo.geneontology.org/amigo/term/GO:0030506
negative regulation of telomere maintenance via telomerase	Gene Ontology	GO:0032211	1	20	0.0555889758229	0.0813795683484	SRC	http://amigo.geneontology.org/amigo/term/GO:0032211
oocyte maturation	Gene Ontology	GO:0001556	1	20	0.0555889758229	0.0813795683484	ANG	http://amigo.geneontology.org/amigo/term/GO:0001556
regulation of myelination	Gene Ontology	GO:0031641	1	20	0.0555889758229	0.0813795683484	RARG	http://amigo.geneontology.org/amigo/term/GO:0031641
cellular response to platelet-derived growth factor stimulus	Gene Ontology	GO:0036120	1	20	0.0555889758229	0.0813795683484	SRC	http://amigo.geneontology.org/amigo/term/GO:0036120
response to X-ray	Gene Ontology	GO:0010165	1	20	0.0555889758229	0.0813795683484	TP53	http://amigo.geneontology.org/amigo/term/GO:0010165
protein tetramerization	Gene Ontology	GO:0051262	1	20	0.0555889758229	0.0813795683484	TP53	http://amigo.geneontology.org/amigo/term/GO:0051262
middle ear morphogenesis	Gene Ontology	GO:0042474	1	20	0.0555889758229	0.0813795683484	FGFR1	http://amigo.geneontology.org/amigo/term/GO:0042474
vasodilation	Gene Ontology	GO:0042311	1	20	0.0555889758229	0.0813795683484	ADORA2A	http://amigo.geneontology.org/amigo/term/GO:0042311
positive regulation of cardiac muscle hypertrophy	Gene Ontology	GO:0010613	1	20	0.0555889758229	0.0813795683484	PTK2	http://amigo.geneontology.org/amigo/term/GO:0010613
positive regulation of proteolysis	Gene Ontology	GO:0045862	1	20	0.0555889758229	0.0813795683484	CASP8	http://amigo.geneontology.org/amigo/term/GO:0045862
necroptotic process	Gene Ontology	GO:0070266	1	20	0.0555889758229	0.0813795683484	TP53	http://amigo.geneontology.org/amigo/term/GO:0070266
positive regulation of blood vessel diameter	Gene Ontology	GO:0097755	1	20	0.0555889758229	0.0813795683484	PPARD	http://amigo.geneontology.org/amigo/term/GO:0097755
regulation of ventricular cardiac muscle cell membrane repolarization	Gene Ontology	GO:0060307	1	20	0.0555889758229	0.0813795683484	SCN5A	http://amigo.geneontology.org/amigo/term/GO:0060307
positive regulation of cell migration involved in sprouting angiogenesis	Gene Ontology	GO:0090050	1	20	0.0555889758229	0.0813795683484	KDR	http://amigo.geneontology.org/amigo/term/GO:0090050
neuron differentiation	Gene Ontology	GO:0030182	2	139	0.0566455683285	0.0828351906289	WNT3A|ALDH1A2	http://amigo.geneontology.org/amigo/term/GO:0030182
retinol dehydrogenase activity	Gene Ontology	GO:0004745	1	21	0.0581583116884	0.0838034177091	ADH1A	http://amigo.geneontology.org/amigo/term/GO:0004745
cell migration involved in sprouting angiogenesis	Gene Ontology	GO:0002042	1	21	0.0581583116884	0.0838034177091	KDR	http://amigo.geneontology.org/amigo/term/GO:0002042
nucleotide-binding oligomerization domain containing signaling pathway	Gene Ontology	GO:0070423	1	21	0.0581583116884	0.0838034177091	CASP8	http://amigo.geneontology.org/amigo/term/GO:0070423
negative regulation of axonogenesis	Gene Ontology	GO:0050771	1	21	0.0581583116884	0.0838034177091	PTK2	http://amigo.geneontology.org/amigo/term/GO:0050771
chaperone-mediated protein complex assembly	Gene Ontology	GO:0051131	1	21	0.0581583116884	0.0838034177091	HSP90AA1	http://amigo.geneontology.org/amigo/term/GO:0051131
voltage-gated sodium channel activity	Gene Ontology	GO:0005248	1	21	0.0581583116884	0.0838034177091	SCN5A	http://amigo.geneontology.org/amigo/term/GO:0005248
protein disulfide isomerase activity	Gene Ontology	GO:0003756	1	21	0.0581583116884	0.0838034177091	ERP29	http://amigo.geneontology.org/amigo/term/GO:0003756
positive regulation of nitric-oxide synthase activity	Gene Ontology	GO:0051000	1	21	0.0581583116884	0.0838034177091	TNF	http://amigo.geneontology.org/amigo/term/GO:0051000
beta-catenin destruction complex disassembly	Gene Ontology	GO:1904886	1	21	0.0581583116884	0.0838034177091	WNT3A	http://amigo.geneontology.org/amigo/term/GO:1904886
C-C chemokine receptor activity	Gene Ontology	GO:0016493	1	21	0.0581583116884	0.0838034177091	CCRL2	http://amigo.geneontology.org/amigo/term/GO:0016493
melanocyte differentiation	Gene Ontology	GO:0030318	1	21	0.0581583116884	0.0838034177091	KIT	http://amigo.geneontology.org/amigo/term/GO:0030318
neural crest cell development	Gene Ontology	GO:0014032	1	21	0.0581583116884	0.0838034177091	ALDH1A2	http://amigo.geneontology.org/amigo/term/GO:0014032
low-density lipoprotein particle receptor binding	Gene Ontology	GO:0050750	1	21	0.0581583116884	0.0838034177091	CRP	http://amigo.geneontology.org/amigo/term/GO:0050750
ribonuclease activity	Gene Ontology	GO:0004540	1	21	0.0581583116884	0.0838034177091	ANG	http://amigo.geneontology.org/amigo/term/GO:0004540
response to food	Gene Ontology	GO:0032094	1	21	0.0581583116884	0.0838034177091	OXT	http://amigo.geneontology.org/amigo/term/GO:0032094
regulation of nitric-oxide synthase activity	Gene Ontology	GO:0050999	1	21	0.0581583116884	0.0838034177091	HSP90AA1	http://amigo.geneontology.org/amigo/term/GO:0050999
positive regulation of cytokine production involved in inflammatory response	Gene Ontology	GO:1900017	1	21	0.0581583116884	0.0838034177091	TNF	http://amigo.geneontology.org/amigo/term/GO:1900017
oligosaccharide metabolic process	Gene Ontology	GO:0009311	1	21	0.0581583116884	0.0838034177091	MAN1B1	http://amigo.geneontology.org/amigo/term/GO:0009311
oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	Gene Ontology	GO:0016712	1	21	0.0581583116884	0.0838034177091	CYP1A2	http://amigo.geneontology.org/amigo/term/GO:0016712
pericentriolar material	Gene Ontology	GO:0000242	1	21	0.0581583116884	0.0838034177091	LCK	http://amigo.geneontology.org/amigo/term/GO:0000242
phosphatidylinositol 3-kinase binding	Gene Ontology	GO:0043548	1	21	0.0581583116884	0.0838034177091	LCK	http://amigo.geneontology.org/amigo/term/GO:0043548
cobalamin metabolic process	Gene Ontology	GO:0009235	1	21	0.0581583116884	0.0838034177091	CTRB1	http://amigo.geneontology.org/amigo/term/GO:0009235
calcium-mediated signaling using intracellular calcium source	Gene Ontology	GO:0035584	1	22	0.0607207226485	0.0864652688677	KDR	http://amigo.geneontology.org/amigo/term/GO:0035584
positive regulation of neural precursor cell proliferation	Gene Ontology	GO:2000179	1	22	0.0607207226485	0.0864652688677	WNT3A	http://amigo.geneontology.org/amigo/term/GO:2000179
release of cytochrome c from mitochondria	Gene Ontology	GO:0001836	1	22	0.0607207226485	0.0864652688677	TP53	http://amigo.geneontology.org/amigo/term/GO:0001836
zymogen activation	Gene Ontology	GO:0031638	1	22	0.0607207226485	0.0864652688677	FURIN	http://amigo.geneontology.org/amigo/term/GO:0031638
mitotic spindle assembly checkpoint	Gene Ontology	GO:0007094	1	22	0.0607207226485	0.0864652688677	ATM	http://amigo.geneontology.org/amigo/term/GO:0007094
negative regulation of reactive oxygen species metabolic process	Gene Ontology	GO:2000378	1	22	0.0607207226485	0.0864652688677	TP53	http://amigo.geneontology.org/amigo/term/GO:2000378
macrophage differentiation	Gene Ontology	GO:0030225	1	22	0.0607207226485	0.0864652688677	CASP8	http://amigo.geneontology.org/amigo/term/GO:0030225
acrosomal membrane	Gene Ontology	GO:0002080	1	22	0.0607207226485	0.0864652688677	PCSK4	http://amigo.geneontology.org/amigo/term/GO:0002080
C-C chemokine binding	Gene Ontology	GO:0019957	1	22	0.0607207226485	0.0864652688677	CCRL2	http://amigo.geneontology.org/amigo/term/GO:0019957
steroid hormone receptor activity	Gene Ontology	GO:0003707	1	22	0.0607207226485	0.0864652688677	PPARD	http://amigo.geneontology.org/amigo/term/GO:0003707
mast cell granule	Gene Ontology	GO:0042629	1	22	0.0607207226485	0.0864652688677	KIT	http://amigo.geneontology.org/amigo/term/GO:0042629
negative regulation of cell cycle arrest	Gene Ontology	GO:0071157	1	22	0.0607207226485	0.0864652688677	MDM2	http://amigo.geneontology.org/amigo/term/GO:0071157
