##Databases: KEGG PATHWAY, Reactome, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
growth hormone receptor signaling pathway	Gene Ontology	GO:0060396	1	12	0.0474491489497	0.0759059767721	GH1	http://amigo.geneontology.org/amigo/term/GO:0060396
alditol:NADP+ 1-oxidoreductase activity	Gene Ontology	GO:0004032	1	12	0.0474491489497	0.0759059767721	AR	http://amigo.geneontology.org/amigo/term/GO:0004032
behavioral response to cocaine	Gene Ontology	GO:0048148	1	12	0.0474491489497	0.0759059767721	FADD	http://amigo.geneontology.org/amigo/term/GO:0048148
positive regulation of ceramide biosynthetic process	Gene Ontology	GO:2000304	1	12	0.0474491489497	0.0759059767721	TNFRSF1A	http://amigo.geneontology.org/amigo/term/GO:2000304
regulation of cellular senescence	Gene Ontology	GO:2000772	1	12	0.0474491489497	0.0759059767721	BMPR1A	http://amigo.geneontology.org/amigo/term/GO:2000772
regulation of systemic arterial blood pressure	Gene Ontology	GO:0003073	1	12	0.0474491489497	0.0759059767721	AR	http://amigo.geneontology.org/amigo/term/GO:0003073
toll-like receptor 3 signaling pathway	Gene Ontology	GO:0034138	1	12	0.0474491489497	0.0759059767721	FADD	http://amigo.geneontology.org/amigo/term/GO:0034138
negative regulation of systemic arterial blood pressure	Gene Ontology	GO:0003085	1	12	0.0474491489497	0.0759059767721	BMPR2	http://amigo.geneontology.org/amigo/term/GO:0003085
seminiferous tubule development	Gene Ontology	GO:0072520	1	12	0.0474491489497	0.0759059767721	AR	http://amigo.geneontology.org/amigo/term/GO:0072520
regulation of postsynaptic density assembly	Gene Ontology	GO:0099151	1	12	0.0474491489497	0.0759059767721	PTPRD	http://amigo.geneontology.org/amigo/term/GO:0099151
transcytosis	Gene Ontology	GO:0045056	1	12	0.0474491489497	0.0759059767721	LRP1	http://amigo.geneontology.org/amigo/term/GO:0045056
negative regulation of glucose import	Gene Ontology	GO:0046325	1	12	0.0474491489497	0.0759059767721	LEP	http://amigo.geneontology.org/amigo/term/GO:0046325
positive regulation of positive chemotaxis	Gene Ontology	GO:0050927	1	12	0.0474491489497	0.0759059767721	F3	http://amigo.geneontology.org/amigo/term/GO:0050927
negative regulation by host of viral transcription	Gene Ontology	GO:0043922	1	12	0.0474491489497	0.0759059767721	CCL5	http://amigo.geneontology.org/amigo/term/GO:0043922
spanning component of plasma membrane	Gene Ontology	GO:0044214	1	12	0.0474491489497	0.0759059767721	BMPR2	http://amigo.geneontology.org/amigo/term/GO:0044214
bile acid transmembrane transporter activity	Gene Ontology	GO:0015125	1	12	0.0474491489497	0.0759059767721	CEACAM1	http://amigo.geneontology.org/amigo/term/GO:0015125
negative regulation of neuron migration	Gene Ontology	GO:2001223	1	12	0.0474491489497	0.0759059767721	NRG1	http://amigo.geneontology.org/amigo/term/GO:2001223
negative regulation of protein autophosphorylation	Gene Ontology	GO:0031953	1	12	0.0474491489497	0.0759059767721	ENG	http://amigo.geneontology.org/amigo/term/GO:0031953
actinin binding	Gene Ontology	GO:0042805	1	12	0.0474491489497	0.0759059767721	CSRP2	http://amigo.geneontology.org/amigo/term/GO:0042805
immunological synapse formation	Gene Ontology	GO:0001771	1	12	0.0474491489497	0.0759059767721	CCL21	http://amigo.geneontology.org/amigo/term/GO:0001771
negative regulation of ATPase activity	Gene Ontology	GO:0032780	1	12	0.0474491489497	0.0759059767721	LTF	http://amigo.geneontology.org/amigo/term/GO:0032780
NADP-retinol dehydrogenase activity	Gene Ontology	GO:0052650	1	12	0.0474491489497	0.0759059767721	AR	http://amigo.geneontology.org/amigo/term/GO:0052650
negative regulation of interleukin-17 production	Gene Ontology	GO:0032700	1	12	0.0474491489497	0.0759059767721	IL12A	http://amigo.geneontology.org/amigo/term/GO:0032700
neuron remodeling	Gene Ontology	GO:0016322	1	12	0.0474491489497	0.0759059767721	C3	http://amigo.geneontology.org/amigo/term/GO:0016322
nerve growth factor signaling pathway	Gene Ontology	GO:0038180	1	12	0.0474491489497	0.0759059767721	BDNF	http://amigo.geneontology.org/amigo/term/GO:0038180
regulation of lipid metabolic process	Gene Ontology	GO:0019216	2	92	0.0483732635366	0.0772812031718	CD36|FABP1	http://amigo.geneontology.org/amigo/term/GO:0019216
postsynapse	Gene Ontology	GO:0098794	2	93	0.0492955875343	0.0785976189543	EPHB2|BDNF	http://amigo.geneontology.org/amigo/term/GO:0098794
phagocytosis, recognition	Gene Ontology	GO:0006910	2	94	0.0502242839609	0.0788080881081	ADGRB1|CD36	http://amigo.geneontology.org/amigo/term/GO:0006910
respiratory burst	Gene Ontology	GO:0045730	1	13	0.0510050678664	0.0788080881081	CD24	http://amigo.geneontology.org/amigo/term/GO:0045730
co-receptor binding	Gene Ontology	GO:0039706	1	13	0.0510050678664	0.0788080881081	DKK4	http://amigo.geneontology.org/amigo/term/GO:0039706
negative regulation of macrophage derived foam cell differentiation	Gene Ontology	GO:0010745	1	13	0.0510050678664	0.0788080881081	ITGAV	http://amigo.geneontology.org/amigo/term/GO:0010745
cardiac right ventricle morphogenesis	Gene Ontology	GO:0003215	1	13	0.0510050678664	0.0788080881081	BMPR1A	http://amigo.geneontology.org/amigo/term/GO:0003215
positive regulation of fibroblast migration	Gene Ontology	GO:0010763	1	13	0.0510050678664	0.0788080881081	THBS1	http://amigo.geneontology.org/amigo/term/GO:0010763
epithelial to mesenchymal transition involved in endocardial cushion formation	Gene Ontology	GO:0003198	1	13	0.0510050678664	0.0788080881081	ENG	http://amigo.geneontology.org/amigo/term/GO:0003198
vascular endothelial growth factor signaling pathway	Gene Ontology	GO:0038084	1	13	0.0510050678664	0.0788080881081	FIGF	http://amigo.geneontology.org/amigo/term/GO:0038084
immunoglobulin mediated immune response	Gene Ontology	GO:0016064	1	13	0.0510050678664	0.0788080881081	IL4R	http://amigo.geneontology.org/amigo/term/GO:0016064
negative regulation of vascular permeability	Gene Ontology	GO:0043116	1	13	0.0510050678664	0.0788080881081	CEACAM1	http://amigo.geneontology.org/amigo/term/GO:0043116
positive regulation of cardiac muscle cell apoptotic process	Gene Ontology	GO:0010666	1	13	0.0510050678664	0.0788080881081	LTK	http://amigo.geneontology.org/amigo/term/GO:0010666
cellular response to steroid hormone stimulus	Gene Ontology	GO:0071383	1	13	0.0510050678664	0.0788080881081	AR	http://amigo.geneontology.org/amigo/term/GO:0071383
negative regulation of cytosolic calcium ion concentration	Gene Ontology	GO:0051481	1	13	0.0510050678664	0.0788080881081	LRP1	http://amigo.geneontology.org/amigo/term/GO:0051481
positive regulation of ossification	Gene Ontology	GO:0045778	1	13	0.0510050678664	0.0788080881081	BMPR2	http://amigo.geneontology.org/amigo/term/GO:0045778
response to hyperoxia	Gene Ontology	GO:0055093	1	13	0.0510050678664	0.0788080881081	PDGFRB	http://amigo.geneontology.org/amigo/term/GO:0055093
positive regulation of pseudopodium assembly	Gene Ontology	GO:0031274	1	13	0.0510050678664	0.0788080881081	CCL21	http://amigo.geneontology.org/amigo/term/GO:0031274
negative regulation of fatty acid biosynthetic process	Gene Ontology	GO:0045717	1	13	0.0510050678664	0.0788080881081	CEACAM1	http://amigo.geneontology.org/amigo/term/GO:0045717
acute inflammatory response	Gene Ontology	GO:0002526	1	13	0.0510050678664	0.0788080881081	S100A8	http://amigo.geneontology.org/amigo/term/GO:0002526
regulation of cell adhesion mediated by integrin	Gene Ontology	GO:0033628	1	13	0.0510050678664	0.0788080881081	LYN	http://amigo.geneontology.org/amigo/term/GO:0033628
interleukin-1 receptor binding	Gene Ontology	GO:0005149	1	13	0.0510050678664	0.0788080881081	IL1B	http://amigo.geneontology.org/amigo/term/GO:0005149
insulin-like growth factor receptor signaling pathway	Gene Ontology	GO:0048009	1	13	0.0510050678664	0.0788080881081	CRIM1	http://amigo.geneontology.org/amigo/term/GO:0048009
regulation of T cell differentiation	Gene Ontology	GO:0045580	1	13	0.0510050678664	0.0788080881081	CRTAM	http://amigo.geneontology.org/amigo/term/GO:0045580
ectoderm development	Gene Ontology	GO:0007398	1	13	0.0510050678664	0.0788080881081	BMPR1A	http://amigo.geneontology.org/amigo/term/GO:0007398
negative regulation of activated T cell proliferation	Gene Ontology	GO:0046007	1	13	0.0510050678664	0.0788080881081	CRTAM	http://amigo.geneontology.org/amigo/term/GO:0046007
regulation of osteoblast differentiation	Gene Ontology	GO:0045667	1	13	0.0510050678664	0.0788080881081	FGFR2	http://amigo.geneontology.org/amigo/term/GO:0045667
specific granule	Gene Ontology	GO:0042581	1	13	0.0510050678664	0.0788080881081	LTF	http://amigo.geneontology.org/amigo/term/GO:0042581
positive regulation of lipid storage	Gene Ontology	GO:0010884	1	13	0.0510050678664	0.0788080881081	C3	http://amigo.geneontology.org/amigo/term/GO:0010884
rRNA transcription	Gene Ontology	GO:0009303	1	13	0.0510050678664	0.0788080881081	ANG	http://amigo.geneontology.org/amigo/term/GO:0009303
positive regulation of leukocyte chemotaxis	Gene Ontology	GO:0002690	1	13	0.0510050678664	0.0788080881081	IL6R	http://amigo.geneontology.org/amigo/term/GO:0002690
response to magnesium ion	Gene Ontology	GO:0032026	1	13	0.0510050678664	0.0788080881081	THBS1	http://amigo.geneontology.org/amigo/term/GO:0032026
positive regulation of epidermal growth factor-activated receptor activity	Gene Ontology	GO:0045741	1	13	0.0510050678664	0.0788080881081	BTC	http://amigo.geneontology.org/amigo/term/GO:0045741
atrial septum morphogenesis	Gene Ontology	GO:0060413	1	13	0.0510050678664	0.0788080881081	BMPR2	http://amigo.geneontology.org/amigo/term/GO:0060413
negative regulation of protein import into nucleus	Gene Ontology	GO:0042308	1	13	0.0510050678664	0.0788080881081	CD36	http://amigo.geneontology.org/amigo/term/GO:0042308
positive regulation of vascular endothelial growth factor receptor signaling pathway	Gene Ontology	GO:0030949	1	13	0.0510050678664	0.0788080881081	IL1B	http://amigo.geneontology.org/amigo/term/GO:0030949
positive regulation of peptidase activity	Gene Ontology	GO:0010952	1	13	0.0510050678664	0.0788080881081	FN1	http://amigo.geneontology.org/amigo/term/GO:0010952
polysaccharide binding	Gene Ontology	GO:0030247	1	13	0.0510050678664	0.0788080881081	ENPP2	http://amigo.geneontology.org/amigo/term/GO:0030247
atrioventricular valve morphogenesis	Gene Ontology	GO:0003181	1	13	0.0510050678664	0.0788080881081	BMPR2	http://amigo.geneontology.org/amigo/term/GO:0003181
negative regulation of inflammatory response	Gene Ontology	GO:0050728	2	95	0.0511592931423	0.0789954829075	PGLYRP1|TNFRSF1A	http://amigo.geneontology.org/amigo/term/GO:0050728
transforming growth factor beta receptor signaling pathway	Gene Ontology	GO:0007179	2	96	0.0521005557559	0.0802937870839	BMPR1A|ENG	http://amigo.geneontology.org/amigo/term/GO:0007179
cellular response to insulin stimulus	Gene Ontology	GO:0032869	2	97	0.0530480128282	0.0815966226824	LEP|CEACAM1	http://amigo.geneontology.org/amigo/term/GO:0032869
ruffle	Gene Ontology	GO:0001726	2	98	0.0540016057335	0.0820097993671	PDGFRB|S100B	http://amigo.geneontology.org/amigo/term/GO:0001726
cAMP response element binding	Gene Ontology	GO:0035497	1	14	0.0545478023313	0.0820097993671	TEC	http://amigo.geneontology.org/amigo/term/GO:0035497
regulation of gluconeogenesis	Gene Ontology	GO:0006111	1	14	0.0545478023313	0.0820097993671	LEP	http://amigo.geneontology.org/amigo/term/GO:0006111
ruffle assembly	Gene Ontology	GO:0097178	1	14	0.0545478023313	0.0820097993671	PDGFRB	http://amigo.geneontology.org/amigo/term/GO:0097178
mast cell degranulation	Gene Ontology	GO:0043303	1	14	0.0545478023313	0.0820097993671	TEC	http://amigo.geneontology.org/amigo/term/GO:0043303
response to auditory stimulus	Gene Ontology	GO:0010996	1	14	0.0545478023313	0.0820097993671	CXCL10	http://amigo.geneontology.org/amigo/term/GO:0010996
sensory perception of taste	Gene Ontology	GO:0050909	1	14	0.0545478023313	0.0820097993671	CD36	http://amigo.geneontology.org/amigo/term/GO:0050909
regulation of phosphorylation	Gene Ontology	GO:0042325	1	14	0.0545478023313	0.0820097993671	CD24	http://amigo.geneontology.org/amigo/term/GO:0042325
positive regulation of urine volume	Gene Ontology	GO:0035810	1	14	0.0545478023313	0.0820097993671	BTC	http://amigo.geneontology.org/amigo/term/GO:0035810
cellular response to organic substance	Gene Ontology	GO:0071310	1	14	0.0545478023313	0.0820097993671	IL1B	http://amigo.geneontology.org/amigo/term/GO:0071310
macrophage chemotaxis	Gene Ontology	GO:0048246	1	14	0.0545478023313	0.0820097993671	CCL5	http://amigo.geneontology.org/amigo/term/GO:0048246
negative regulation of DNA biosynthetic process	Gene Ontology	GO:2000279	1	14	0.0545478023313	0.0820097993671	BMPR2	http://amigo.geneontology.org/amigo/term/GO:2000279
bile acid metabolic process	Gene Ontology	GO:0008206	1	14	0.0545478023313	0.0820097993671	LEP	http://amigo.geneontology.org/amigo/term/GO:0008206
negative regulation of necroptotic process	Gene Ontology	GO:0060546	1	14	0.0545478023313	0.0820097993671	FADD	http://amigo.geneontology.org/amigo/term/GO:0060546
hormone metabolic process	Gene Ontology	GO:0042445	1	14	0.0545478023313	0.0820097993671	LEP	http://amigo.geneontology.org/amigo/term/GO:0042445
regulation of autophagosome assembly	Gene Ontology	GO:2000785	1	14	0.0545478023313	0.0820097993671	CFD	http://amigo.geneontology.org/amigo/term/GO:2000785
phosphatidylinositol-3-phosphate biosynthetic process	Gene Ontology	GO:0036092	1	14	0.0545478023313	0.0820097993671	CFD	http://amigo.geneontology.org/amigo/term/GO:0036092
negative regulation of calcium ion transport	Gene Ontology	GO:0051926	1	14	0.0545478023313	0.0820097993671	PTH	http://amigo.geneontology.org/amigo/term/GO:0051926
cellular response to nutrient levels	Gene Ontology	GO:0031669	1	14	0.0545478023313	0.0820097993671	LCN2	http://amigo.geneontology.org/amigo/term/GO:0031669
S100 protein binding	Gene Ontology	GO:0044548	1	14	0.0545478023313	0.0820097993671	S100B	http://amigo.geneontology.org/amigo/term/GO:0044548
negative regulation of amyloid-beta formation	Gene Ontology	GO:1902430	1	14	0.0545478023313	0.0820097993671	NTRK2	http://amigo.geneontology.org/amigo/term/GO:1902430
regulation of release of sequestered calcium ion into cytosol	Gene Ontology	GO:0051279	1	14	0.0545478023313	0.0820097993671	LYN	http://amigo.geneontology.org/amigo/term/GO:0051279
small molecule binding	Gene Ontology	GO:0036094	1	14	0.0545478023313	0.0820097993671	LCN2	http://amigo.geneontology.org/amigo/term/GO:0036094
corpus callosum development	Gene Ontology	GO:0022038	1	14	0.0545478023313	0.0820097993671	EPHB2	http://amigo.geneontology.org/amigo/term/GO:0022038
cargo receptor activity	Gene Ontology	GO:0038024	1	14	0.0545478023313	0.0820097993671	LRP1	http://amigo.geneontology.org/amigo/term/GO:0038024
sex differentiation	Gene Ontology	GO:0007548	1	14	0.0545478023313	0.0820097993671	MIF	http://amigo.geneontology.org/amigo/term/GO:0007548
transforming growth factor beta receptor binding	Gene Ontology	GO:0005160	1	14	0.0545478023313	0.0820097993671	MIF	http://amigo.geneontology.org/amigo/term/GO:0005160
regulation of muscle contraction	Gene Ontology	GO:0006937	1	14	0.0545478023313	0.0820097993671	TNNC2	http://amigo.geneontology.org/amigo/term/GO:0006937
response to lipid	Gene Ontology	GO:0033993	1	14	0.0545478023313	0.0820097993671	CD36	http://amigo.geneontology.org/amigo/term/GO:0033993
negative regulation of keratinocyte proliferation	Gene Ontology	GO:0010839	1	14	0.0545478023313	0.0820097993671	FGFR2	http://amigo.geneontology.org/amigo/term/GO:0010839
negative regulation of type I interferon-mediated signaling pathway	Gene Ontology	GO:0060339	1	14	0.0545478023313	0.0820097993671	MMP12	http://amigo.geneontology.org/amigo/term/GO:0060339
secretory granule membrane	Gene Ontology	GO:0030667	2	99	0.0549612761922	0.0825796618477	SELL|OBBP2	http://amigo.geneontology.org/amigo/term/GO:0030667
phosphorylation	Gene Ontology	GO:0016310	2	101	0.0568986183701	0.0853835336993	EPHA7|EPHB2	http://amigo.geneontology.org/amigo/term/GO:0016310
brain development	Gene Ontology	GO:0007420	3	231	0.0576527177575	0.0859158589433	EPHA7|CCL14|BMPR2	http://amigo.geneontology.org/amigo/term/GO:0007420
sympathetic nervous system development	Gene Ontology	GO:0048485	1	15	0.0580774008954	0.0859158589433	GFRA3	http://amigo.geneontology.org/amigo/term/GO:0048485
negative regulation of cell migration involved in sprouting angiogenesis	Gene Ontology	GO:0090051	1	15	0.0580774008954	0.0859158589433	THBS1	http://amigo.geneontology.org/amigo/term/GO:0090051
positive regulation of phosphoprotein phosphatase activity	Gene Ontology	GO:0032516	1	15	0.0580774008954	0.0859158589433	PDGFRB	http://amigo.geneontology.org/amigo/term/GO:0032516
cellular response to peptide	Gene Ontology	GO:1901653	1	15	0.0580774008954	0.0859158589433	AR	http://amigo.geneontology.org/amigo/term/GO:1901653
dendritic spine development	Gene Ontology	GO:0060996	1	15	0.0580774008954	0.0859158589433	EPHB2	http://amigo.geneontology.org/amigo/term/GO:0060996
positive regulation of SMAD protein signal transduction	Gene Ontology	GO:0060391	1	15	0.0580774008954	0.0859158589433	BMPR1A	http://amigo.geneontology.org/amigo/term/GO:0060391
glucocorticoid receptor binding	Gene Ontology	GO:0035259	1	15	0.0580774008954	0.0859158589433	TEC	http://amigo.geneontology.org/amigo/term/GO:0035259
embryonic camera-type eye morphogenesis	Gene Ontology	GO:0048596	1	15	0.0580774008954	0.0859158589433	BMP7	http://amigo.geneontology.org/amigo/term/GO:0048596
positive regulation of DNA biosynthetic process	Gene Ontology	GO:2000573	1	15	0.0580774008954	0.0859158589433	PDGFRB	http://amigo.geneontology.org/amigo/term/GO:2000573
nerve development	Gene Ontology	GO:0021675	1	15	0.0580774008954	0.0859158589433	BDNF	http://amigo.geneontology.org/amigo/term/GO:0021675
negative regulation of lipid catabolic process	Gene Ontology	GO:0050995	1	15	0.0580774008954	0.0859158589433	IL1B	http://amigo.geneontology.org/amigo/term/GO:0050995
negative regulation of DNA damage response, signal transduction by p53 class mediator	Gene Ontology	GO:0043518	1	15	0.0580774008954	0.0859158589433	MIF	http://amigo.geneontology.org/amigo/term/GO:0043518
energy reserve metabolic process	Gene Ontology	GO:0006112	1	15	0.0580774008954	0.0859158589433	LEP	http://amigo.geneontology.org/amigo/term/GO:0006112
glucose transmembrane transporter activity	Gene Ontology	GO:0005355	1	15	0.0580774008954	0.0859158589433	PPBP	http://amigo.geneontology.org/amigo/term/GO:0005355
positive regulation of cell adhesion mediated by integrin	Gene Ontology	GO:0033630	1	15	0.0580774008954	0.0859158589433	CCL21	http://amigo.geneontology.org/amigo/term/GO:0033630
death receptor binding	Gene Ontology	GO:0005123	1	15	0.0580774008954	0.0859158589433	FADD	http://amigo.geneontology.org/amigo/term/GO:0005123
endocytic vesicle lumen	Gene Ontology	GO:0071682	1	15	0.0580774008954	0.0859158589433	SPARC	http://amigo.geneontology.org/amigo/term/GO:0071682
activation of GTPase activity	Gene Ontology	GO:0090630	2	104	0.0598487759935	0.0883183783584	CCL21|CXCL13	http://amigo.geneontology.org/amigo/term/GO:0090630
chaperone binding	Gene Ontology	GO:0051087	2	104	0.0598487759935	0.0883183783584	FN1|HSPE1	http://amigo.geneontology.org/amigo/term/GO:0051087
regulation of gene expression	Gene Ontology	GO:0010468	3	235	0.0600378818769	0.0885429524851	NRG1|PTHLH|PTH	http://amigo.geneontology.org/amigo/term/GO:0010468
positive regulation of glycogen biosynthetic process	Gene Ontology	GO:0045725	1	16	0.061593911932	0.0893540234803	PTH	http://amigo.geneontology.org/amigo/term/GO:0045725
wound healing, spreading of cells	Gene Ontology	GO:0044319	1	16	0.061593911932	0.0893540234803	CEACAM1	http://amigo.geneontology.org/amigo/term/GO:0044319
cellular response to nitric oxide	Gene Ontology	GO:0071732	1	16	0.061593911932	0.0893540234803	MMP3	http://amigo.geneontology.org/amigo/term/GO:0071732
negative regulation of phosphorylation	Gene Ontology	GO:0042326	1	16	0.061593911932	0.0893540234803	BMP7	http://amigo.geneontology.org/amigo/term/GO:0042326
astrocyte development	Gene Ontology	GO:0014002	1	16	0.061593911932	0.0893540234803	S100A8	http://amigo.geneontology.org/amigo/term/GO:0014002
homeostasis of number of cells	Gene Ontology	GO:0048872	1	16	0.061593911932	0.0893540234803	IL7R	http://amigo.geneontology.org/amigo/term/GO:0048872
CARD domain binding	Gene Ontology	GO:0050700	1	16	0.061593911932	0.0893540234803	CCK	http://amigo.geneontology.org/amigo/term/GO:0050700
positive regulation of calcineurin-NFAT signaling cascade	Gene Ontology	GO:0070886	1	16	0.061593911932	0.0893540234803	NRG1	http://amigo.geneontology.org/amigo/term/GO:0070886
cellular response to chemokine	Gene Ontology	GO:1990869	1	16	0.061593911932	0.0893540234803	CCL21	http://amigo.geneontology.org/amigo/term/GO:1990869
vasculature development	Gene Ontology	GO:0001944	1	16	0.061593911932	0.0893540234803	BMPR2	http://amigo.geneontology.org/amigo/term/GO:0001944
prostaglandin biosynthetic process	Gene Ontology	GO:0001516	1	16	0.061593911932	0.0893540234803	MIF	http://amigo.geneontology.org/amigo/term/GO:0001516
negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	Gene Ontology	GO:1902166	1	16	0.061593911932	0.0893540234803	MIF	http://amigo.geneontology.org/amigo/term/GO:1902166
mammary gland alveolus development	Gene Ontology	GO:0060749	1	16	0.061593911932	0.0893540234803	AR	http://amigo.geneontology.org/amigo/term/GO:0060749
epithelial cell morphogenesis	Gene Ontology	GO:0003382	1	16	0.061593911932	0.0893540234803	AR	http://amigo.geneontology.org/amigo/term/GO:0003382
regulation of protein kinase B signaling	Gene Ontology	GO:0051896	1	16	0.061593911932	0.0893540234803	NTRK2	http://amigo.geneontology.org/amigo/term/GO:0051896
positive regulation of sodium ion transport	Gene Ontology	GO:0010765	1	16	0.061593911932	0.0893540234803	F3	http://amigo.geneontology.org/amigo/term/GO:0010765
apolipoprotein binding	Gene Ontology	GO:0034185	1	16	0.061593911932	0.0893540234803	LRP1	http://amigo.geneontology.org/amigo/term/GO:0034185
neuropeptide receptor activity	Gene Ontology	GO:0008188	1	16	0.061593911932	0.0893540234803	HCRTR2	http://amigo.geneontology.org/amigo/term/GO:0008188
negative regulation of fibroblast growth factor receptor signaling pathway	Gene Ontology	GO:0040037	1	16	0.061593911932	0.0893540234803	THBS1	http://amigo.geneontology.org/amigo/term/GO:0040037
neuropeptide signaling pathway	Gene Ontology	GO:0007218	2	107	0.0628505510087	0.0911218992255	HCRTR2|AGRP	http://amigo.geneontology.org/amigo/term/GO:0007218
phospholipid binding	Gene Ontology	GO:0005543	2	109	0.0648796685708	0.0925880936913	F3|FABP1	http://amigo.geneontology.org/amigo/term/GO:0005543
astrocyte activation	Gene Ontology	GO:0048143	1	17	0.0650973836379	0.0925880936913	IL1B	http://amigo.geneontology.org/amigo/term/GO:0048143
interferon-gamma production	Gene Ontology	GO:0032609	1	17	0.0650973836379	0.0925880936913	ITK	http://amigo.geneontology.org/amigo/term/GO:0032609
DNA damage response, signal transduction by p53 class mediator	Gene Ontology	GO:0030330	1	17	0.0650973836379	0.0925880936913	MIF	http://amigo.geneontology.org/amigo/term/GO:0030330
negative regulation of myotube differentiation	Gene Ontology	GO:0010832	1	17	0.0650973836379	0.0925880936913	BDNF	http://amigo.geneontology.org/amigo/term/GO:0010832
negative regulation of interleukin-12 production	Gene Ontology	GO:0032695	1	17	0.0650973836379	0.0925880936913	THBS1	http://amigo.geneontology.org/amigo/term/GO:0032695
RNA phosphodiester bond hydrolysis	Gene Ontology	GO:0090501	1	17	0.0650973836379	0.0925880936913	ANG	http://amigo.geneontology.org/amigo/term/GO:0090501
positive regulation of calcium ion import	Gene Ontology	GO:0090280	1	17	0.0650973836379	0.0925880936913	PDGFRB	http://amigo.geneontology.org/amigo/term/GO:0090280
cellular respiration	Gene Ontology	GO:0045333	1	17	0.0650973836379	0.0925880936913	TEC	http://amigo.geneontology.org/amigo/term/GO:0045333
cellular response to estrogen stimulus	Gene Ontology	GO:0071391	1	17	0.0650973836379	0.0925880936913	AR	http://amigo.geneontology.org/amigo/term/GO:0071391
regulation of extrinsic apoptotic signaling pathway via death domain receptors	Gene Ontology	GO:1902041	1	17	0.0650973836379	0.0925880936913	FADD	http://amigo.geneontology.org/amigo/term/GO:1902041
positive regulation of brown fat cell differentiation	Gene Ontology	GO:0090336	1	17	0.0650973836379	0.0925880936913	BMP7	http://amigo.geneontology.org/amigo/term/GO:0090336
cellular response to low-density lipoprotein particle stimulus	Gene Ontology	GO:0071404	1	17	0.0650973836379	0.0925880936913	CD36	http://amigo.geneontology.org/amigo/term/GO:0071404
determination of adult lifespan	Gene Ontology	GO:0008340	1	17	0.0650973836379	0.0925880936913	LEP	http://amigo.geneontology.org/amigo/term/GO:0008340
monocyte differentiation	Gene Ontology	GO:0030224	1	17	0.0650973836379	0.0925880936913	CSF1R	http://amigo.geneontology.org/amigo/term/GO:0030224
blood coagulation, intrinsic pathway	Gene Ontology	GO:0007597	1	17	0.0650973836379	0.0925880936913	SERPING1	http://amigo.geneontology.org/amigo/term/GO:0007597
negative regulation of anoikis	Gene Ontology	GO:2000811	1	17	0.0650973836379	0.0925880936913	NTRK2	http://amigo.geneontology.org/amigo/term/GO:2000811
negative regulation of cell-substrate adhesion	Gene Ontology	GO:0010812	1	17	0.0650973836379	0.0925880936913	LGALS1	http://amigo.geneontology.org/amigo/term/GO:0010812
phosphate-containing compound metabolic process	Gene Ontology	GO:0006796	1	17	0.0650973836379	0.0925880936913	PTPRD	http://amigo.geneontology.org/amigo/term/GO:0006796
chondrocyte development	Gene Ontology	GO:0002063	1	17	0.0650973836379	0.0925880936913	BMPR2	http://amigo.geneontology.org/amigo/term/GO:0002063
transmembrane receptor protein tyrosine phosphatase activity	Gene Ontology	GO:0005001	1	17	0.0650973836379	0.0925880936913	PTPRD	http://amigo.geneontology.org/amigo/term/GO:0005001
positive regulation of cartilage development	Gene Ontology	GO:0061036	1	17	0.0650973836379	0.0925880936913	BMPR2	http://amigo.geneontology.org/amigo/term/GO:0061036
Notch signaling pathway	Gene Ontology	GO:0007219	2	110	0.065902442872	0.0936775684689	F3|ANGPT4	http://amigo.geneontology.org/amigo/term/GO:0007219
olfactory bulb development	Gene Ontology	GO:0021772	1	18	0.0685878640332	0.0962397296381	CSF1R	http://amigo.geneontology.org/amigo/term/GO:0021772
camera-type eye morphogenesis	Gene Ontology	GO:0048593	1	18	0.0685878640332	0.0962397296381	EPHB2	http://amigo.geneontology.org/amigo/term/GO:0048593
endosome lumen	Gene Ontology	GO:0031904	1	18	0.0685878640332	0.0962397296381	GH1	http://amigo.geneontology.org/amigo/term/GO:0031904
cytolysis	Gene Ontology	GO:0019835	1	18	0.0685878640332	0.0962397296381	C5	http://amigo.geneontology.org/amigo/term/GO:0019835
proteoglycan biosynthetic process	Gene Ontology	GO:0030166	1	18	0.0685878640332	0.0962397296381	BMPR2	http://amigo.geneontology.org/amigo/term/GO:0030166
positive regulation of interleukin-17 production	Gene Ontology	GO:0032740	1	18	0.0685878640332	0.0962397296381	CCL1	http://amigo.geneontology.org/amigo/term/GO:0032740
dendritic spine morphogenesis	Gene Ontology	GO:0060997	1	18	0.0685878640332	0.0962397296381	EPHB2	http://amigo.geneontology.org/amigo/term/GO:0060997
filopodium membrane	Gene Ontology	GO:0031527	1	18	0.0685878640332	0.0962397296381	ITGAV	http://amigo.geneontology.org/amigo/term/GO:0031527
signal transduction by protein phosphorylation	Gene Ontology	GO:0023014	1	18	0.0685878640332	0.0962397296381	MST1	http://amigo.geneontology.org/amigo/term/GO:0023014
natural killer cell activation involved in immune response	Gene Ontology	GO:0002323	1	18	0.0685878640332	0.0962397296381	CD244	http://amigo.geneontology.org/amigo/term/GO:0002323
