##Databases: KEGG PATHWAY, Reactome, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
regulation of keratinocyte differentiation	Gene Ontology	GO:0045616	1	17	0.0582340819439	0.113556459791	ZFP36	http://amigo.geneontology.org/amigo/term/GO:0045616
positive regulation of telomere capping	Gene Ontology	GO:1904355	1	17	0.0582340819439	0.113556459791	TNKS2	http://amigo.geneontology.org/amigo/term/GO:1904355
MAP kinase kinase kinase activity	Gene Ontology	GO:0004709	1	17	0.0582340819439	0.113556459791	MAP3K8	http://amigo.geneontology.org/amigo/term/GO:0004709
regulation of autophagy of mitochondrion	Gene Ontology	GO:1903146	1	17	0.0582340819439	0.113556459791	USP36	http://amigo.geneontology.org/amigo/term/GO:1903146
3'-UTR-mediated mRNA destabilization	Gene Ontology	GO:0061158	1	17	0.0582340819439	0.113556459791	ZFP36	http://amigo.geneontology.org/amigo/term/GO:0061158
positive regulation of mitochondrial translation	Gene Ontology	GO:0070131	1	17	0.0582340819439	0.113556459791	NGRN	http://amigo.geneontology.org/amigo/term/GO:0070131
DNA damage response, signal transduction by p53 class mediator	Gene Ontology	GO:0030330	1	17	0.0582340819439	0.113556459791	BCL3	http://amigo.geneontology.org/amigo/term/GO:0030330
cysteine-type endopeptidase activator activity involved in apoptotic process	Gene Ontology	GO:0008656	1	17	0.0582340819439	0.113556459791	CASP1	http://amigo.geneontology.org/amigo/term/GO:0008656
proteolysis	Gene Ontology	GO:0006508	4	434	0.0590421234839	0.114911157798	CASP6|CASP1|TP53INP2|CXCR4	http://amigo.geneontology.org/amigo/term/GO:0006508
sialylation	Gene Ontology	GO:0097503	1	18	0.0613687551981	0.116640895541	ST6GAL1	http://amigo.geneontology.org/amigo/term/GO:0097503
negative regulation of DNA replication	Gene Ontology	GO:0008156	1	18	0.0613687551981	0.116640895541	TSPYL2	http://amigo.geneontology.org/amigo/term/GO:0008156
regulation of phosphatidylinositol 3-kinase activity	Gene Ontology	GO:0043551	1	18	0.0613687551981	0.116640895541	PIK3R1	http://amigo.geneontology.org/amigo/term/GO:0043551
NLS-bearing protein import into nucleus	Gene Ontology	GO:0006607	1	18	0.0613687551981	0.116640895541	KPNA2	http://amigo.geneontology.org/amigo/term/GO:0006607
GABA receptor binding	Gene Ontology	GO:0050811	1	18	0.0613687551981	0.116640895541	GABARAPL1	http://amigo.geneontology.org/amigo/term/GO:0050811
iron ion transport	Gene Ontology	GO:0006826	1	18	0.0613687551981	0.116640895541	FTH1	http://amigo.geneontology.org/amigo/term/GO:0006826
inner mitochondrial membrane organization	Gene Ontology	GO:0007007	1	18	0.0613687551981	0.116640895541	HSPA9	http://amigo.geneontology.org/amigo/term/GO:0007007
positive regulation of stress-activated MAPK cascade	Gene Ontology	GO:0032874	1	18	0.0613687551981	0.116640895541	ARL6IP5	http://amigo.geneontology.org/amigo/term/GO:0032874
activation of protein kinase A activity	Gene Ontology	GO:0034199	1	18	0.0613687551981	0.116640895541	PRKACB	http://amigo.geneontology.org/amigo/term/GO:0034199
RNA polymerase binding	Gene Ontology	GO:0070063	1	18	0.0613687551981	0.116640895541	ZFP36	http://amigo.geneontology.org/amigo/term/GO:0070063
regulation of sodium ion transport	Gene Ontology	GO:0002028	1	18	0.0613687551981	0.116640895541	PER1	http://amigo.geneontology.org/amigo/term/GO:0002028
microtubule nucleation	Gene Ontology	GO:0007020	1	18	0.0613687551981	0.116640895541	CSNK1D	http://amigo.geneontology.org/amigo/term/GO:0007020
negative regulation of peptidyl-threonine phosphorylation	Gene Ontology	GO:0010801	1	18	0.0613687551981	0.116640895541	DDIT4	http://amigo.geneontology.org/amigo/term/GO:0010801
negative regulation of vascular associated smooth muscle cell proliferation	Gene Ontology	GO:1904706	1	18	0.0613687551981	0.116640895541	CDKN1A	http://amigo.geneontology.org/amigo/term/GO:1904706
negative regulation of interleukin-8 production	Gene Ontology	GO:0032717	1	18	0.0613687551981	0.116640895541	BCL3	http://amigo.geneontology.org/amigo/term/GO:0032717
tumor necrosis factor-mediated signaling pathway	Gene Ontology	GO:0033209	2	121	0.0635197605311	0.119444707023	RELA|TRAF4	http://amigo.geneontology.org/amigo/term/GO:0033209
positive regulation of chondrocyte differentiation	Gene Ontology	GO:0032332	1	19	0.0644930740585	0.119444707023	RELA	http://amigo.geneontology.org/amigo/term/GO:0032332
core promoter sequence-specific DNA binding	Gene Ontology	GO:0001046	1	19	0.0644930740585	0.119444707023	NR3C1	http://amigo.geneontology.org/amigo/term/GO:0001046
histone H3 deacetylation	Gene Ontology	GO:0070932	1	19	0.0644930740585	0.119444707023	PER1	http://amigo.geneontology.org/amigo/term/GO:0070932
interleukin-7-mediated signaling pathway	Gene Ontology	GO:0038111	1	19	0.0644930740585	0.119444707023	IRS2	http://amigo.geneontology.org/amigo/term/GO:0038111
osteoblast development	Gene Ontology	GO:0002076	1	19	0.0644930740585	0.119444707023	JUND	http://amigo.geneontology.org/amigo/term/GO:0002076
exosome (RNase complex)	Gene Ontology	GO:0000178	1	19	0.0644930740585	0.119444707023	ZFP36	http://amigo.geneontology.org/amigo/term/GO:0000178
regulation of embryonic development	Gene Ontology	GO:0045995	1	19	0.0644930740585	0.119444707023	NFE2L2	http://amigo.geneontology.org/amigo/term/GO:0045995
regulation of double-strand break repair via homologous recombination	Gene Ontology	GO:0010569	1	19	0.0644930740585	0.119444707023	RPA2	http://amigo.geneontology.org/amigo/term/GO:0010569
positive regulation of amyloid-beta formation	Gene Ontology	GO:1902004	1	19	0.0644930740585	0.119444707023	RELA	http://amigo.geneontology.org/amigo/term/GO:1902004
regulation of protein kinase activity	Gene Ontology	GO:0045859	1	19	0.0644930740585	0.119444707023	TSPYL2	http://amigo.geneontology.org/amigo/term/GO:0045859
membrane protein intracellular domain proteolysis	Gene Ontology	GO:0031293	1	19	0.0644930740585	0.119444707023	RELA	http://amigo.geneontology.org/amigo/term/GO:0031293
protein localization to centrosome	Gene Ontology	GO:0071539	1	19	0.0644930740585	0.119444707023	CSNK1D	http://amigo.geneontology.org/amigo/term/GO:0071539
female gonad development	Gene Ontology	GO:0008585	1	19	0.0644930740585	0.119444707023	TIPARP	http://amigo.geneontology.org/amigo/term/GO:0008585
mitochondrial fission	Gene Ontology	GO:0000266	1	19	0.0644930740585	0.119444707023	MTFP1	http://amigo.geneontology.org/amigo/term/GO:0000266
ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	Gene Ontology	GO:0043162	1	19	0.0644930740585	0.119444707023	VPS37B	http://amigo.geneontology.org/amigo/term/GO:0043162
response to osmotic stress	Gene Ontology	GO:0006970	1	19	0.0644930740585	0.119444707023	PLK3	http://amigo.geneontology.org/amigo/term/GO:0006970
3'-UTR-mediated mRNA stabilization	Gene Ontology	GO:0070935	1	19	0.0644930740585	0.119444707023	ZFP36	http://amigo.geneontology.org/amigo/term/GO:0070935
ficolin-1-rich granule lumen	Gene Ontology	GO:1904813	2	123	0.0653336755063	0.120780942504	FTH1|DYNLT1	http://amigo.geneontology.org/amigo/term/GO:1904813
intracellular anatomical structure	Gene Ontology	GO:0005622	2	123	0.0653336755063	0.120780942504	DDIT4|GABARAPL1	http://amigo.geneontology.org/amigo/term/GO:0005622
chromatin	Gene Ontology	GO:0000785	2	124	0.0662471317313	0.122135621046	JUND|RPA2	http://amigo.geneontology.org/amigo/term/GO:0000785
nuclear receptor binding	Gene Ontology	GO:0016922	1	20	0.0676070724652	0.122855862867	JUND	http://amigo.geneontology.org/amigo/term/GO:0016922
protein refolding	Gene Ontology	GO:0042026	1	20	0.0676070724652	0.122855862867	HSPA9	http://amigo.geneontology.org/amigo/term/GO:0042026
positive regulation of cell motility	Gene Ontology	GO:2000147	1	20	0.0676070724652	0.122855862867	SPOCK2	http://amigo.geneontology.org/amigo/term/GO:2000147
cellular glucose homeostasis	Gene Ontology	GO:0001678	1	20	0.0676070724652	0.122855862867	PIK3R1	http://amigo.geneontology.org/amigo/term/GO:0001678
nuclear import signal receptor activity	Gene Ontology	GO:0061608	1	20	0.0676070724652	0.122855862867	KPNA2	http://amigo.geneontology.org/amigo/term/GO:0061608
estrogen metabolic process	Gene Ontology	GO:0008210	1	20	0.0676070724652	0.122855862867	TIPARP	http://amigo.geneontology.org/amigo/term/GO:0008210
viral budding via host ESCRT complex	Gene Ontology	GO:0039702	1	20	0.0676070724652	0.122855862867	VPS37B	http://amigo.geneontology.org/amigo/term/GO:0039702
response to X-ray	Gene Ontology	GO:0010165	1	20	0.0676070724652	0.122855862867	CDKN1A	http://amigo.geneontology.org/amigo/term/GO:0010165
positive regulation of cardiac muscle hypertrophy	Gene Ontology	GO:0010613	1	20	0.0676070724652	0.122855862867	NR4A3	http://amigo.geneontology.org/amigo/term/GO:0010613
ubiquitin-specific protease binding	Gene Ontology	GO:1990381	1	20	0.0676070724652	0.122855862867	SPATA2	http://amigo.geneontology.org/amigo/term/GO:1990381
error-prone translesion synthesis	Gene Ontology	GO:0042276	1	20	0.0676070724652	0.122855862867	RPA2	http://amigo.geneontology.org/amigo/term/GO:0042276
neurotrophin TRK receptor signaling pathway	Gene Ontology	GO:0048011	1	20	0.0676070724652	0.122855862867	DDIT4	http://amigo.geneontology.org/amigo/term/GO:0048011
peroxisome organization	Gene Ontology	GO:0007031	1	20	0.0676070724652	0.122855862867	PEX11B	http://amigo.geneontology.org/amigo/term/GO:0007031
iron-sulfur cluster assembly	Gene Ontology	GO:0016226	1	20	0.0676070724652	0.122855862867	HSPA9	http://amigo.geneontology.org/amigo/term/GO:0016226
positive regulation of myoblast fusion	Gene Ontology	GO:1901741	1	20	0.0676070724652	0.122855862867	CD53	http://amigo.geneontology.org/amigo/term/GO:1901741
regulation of TOR signaling	Gene Ontology	GO:0032006	1	20	0.0676070724652	0.122855862867	DDIT4	http://amigo.geneontology.org/amigo/term/GO:0032006
response to drug	Gene Ontology	GO:0042493	3	280	0.0689003810834	0.124914172871	RELA|XRCC5|CDKN1A	http://amigo.geneontology.org/amigo/term/GO:0042493
cell projection	Gene Ontology	GO:0042995	2	127	0.0690130364629	0.124914172871	SLC2A3|LPXN	http://amigo.geneontology.org/amigo/term/GO:0042995
iron ion binding	Gene Ontology	GO:0005506	2	127	0.0690130364629	0.124914172871	FTH1|JMJD6	http://amigo.geneontology.org/amigo/term/GO:0005506
multicellular organism development	Gene Ontology	GO:0007275	4	462	0.0706647470912	0.124914172871	SPATA2|MNT|CREM|SIAH2	http://amigo.geneontology.org/amigo/term/GO:0007275
retinol dehydrogenase activity	Gene Ontology	GO:0004745	1	21	0.0707107842482	0.124914172871	RDH11	http://amigo.geneontology.org/amigo/term/GO:0004745
negative regulation of cardiac muscle cell apoptotic process	Gene Ontology	GO:0010667	1	21	0.0707107842482	0.124914172871	NFE2L2	http://amigo.geneontology.org/amigo/term/GO:0010667
cytoplasmic dynein complex	Gene Ontology	GO:0005868	1	21	0.0707107842482	0.124914172871	DYNLT1	http://amigo.geneontology.org/amigo/term/GO:0005868
pericentriolar material	Gene Ontology	GO:0000242	1	21	0.0707107842482	0.124914172871	TNKS2	http://amigo.geneontology.org/amigo/term/GO:0000242
nucleotide-binding oligomerization domain containing signaling pathway	Gene Ontology	GO:0070423	1	21	0.0707107842482	0.124914172871	TNFAIP3	http://amigo.geneontology.org/amigo/term/GO:0070423
protein localization to Golgi apparatus	Gene Ontology	GO:0034067	1	21	0.0707107842482	0.124914172871	CSNK1D	http://amigo.geneontology.org/amigo/term/GO:0034067
negative regulation of blood vessel endothelial cell migration	Gene Ontology	GO:0043537	1	21	0.0707107842482	0.124914172871	GADD45A	http://amigo.geneontology.org/amigo/term/GO:0043537
nucleotide-excision repair, DNA incision, 3'-to lesion	Gene Ontology	GO:0006295	1	21	0.0707107842482	0.124914172871	RPA2	http://amigo.geneontology.org/amigo/term/GO:0006295
C-C chemokine receptor activity	Gene Ontology	GO:0016493	1	21	0.0707107842482	0.124914172871	CXCR4	http://amigo.geneontology.org/amigo/term/GO:0016493
mitotic G2 DNA damage checkpoint	Gene Ontology	GO:0007095	1	21	0.0707107842482	0.124914172871	CDKN1A	http://amigo.geneontology.org/amigo/term/GO:0007095
protein autoprocessing	Gene Ontology	GO:0016540	1	21	0.0707107842482	0.124914172871	CASP1	http://amigo.geneontology.org/amigo/term/GO:0016540
tissue homeostasis	Gene Ontology	GO:0001894	1	21	0.0707107842482	0.124914172871	TP53INP2	http://amigo.geneontology.org/amigo/term/GO:0001894
phosphatidylinositol 3-kinase complex	Gene Ontology	GO:0005942	1	21	0.0707107842482	0.124914172871	PIK3R1	http://amigo.geneontology.org/amigo/term/GO:0005942
dopaminergic neuron differentiation	Gene Ontology	GO:0071542	1	21	0.0707107842482	0.124914172871	NR4A2	http://amigo.geneontology.org/amigo/term/GO:0071542
error-free translesion synthesis	Gene Ontology	GO:0070987	1	21	0.0707107842482	0.124914172871	RPA2	http://amigo.geneontology.org/amigo/term/GO:0070987
ribonuclease activity	Gene Ontology	GO:0004540	1	21	0.0707107842482	0.124914172871	JUNB	http://amigo.geneontology.org/amigo/term/GO:0004540
regulation of postsynapse organization	Gene Ontology	GO:0099175	1	21	0.0707107842482	0.124914172871	SRGN	http://amigo.geneontology.org/amigo/term/GO:0099175
response to muscle activity	Gene Ontology	GO:0014850	1	21	0.0707107842482	0.124914172871	MTFP1	http://amigo.geneontology.org/amigo/term/GO:0014850
negative regulation of protein serine/threonine kinase activity	Gene Ontology	GO:0071901	1	21	0.0707107842482	0.124914172871	GADD45A	http://amigo.geneontology.org/amigo/term/GO:0071901
nucleotide-excision repair, preincision complex stabilization	Gene Ontology	GO:0006293	1	21	0.0707107842482	0.124914172871	RPA2	http://amigo.geneontology.org/amigo/term/GO:0006293
DNA replication	Gene Ontology	GO:0006260	2	131	0.0727590847922	0.127491486424	JUNB|RPA2	http://amigo.geneontology.org/amigo/term/GO:0006260
regulation of signal transduction by p53 class mediator	Gene Ontology	GO:1901796	2	131	0.0727590847922	0.127491486424	PLK3|RPA2	http://amigo.geneontology.org/amigo/term/GO:1901796
Arp2/3 complex-mediated actin nucleation	Gene Ontology	GO:0034314	1	22	0.0738042431272	0.127491486424	WHAMM	http://amigo.geneontology.org/amigo/term/GO:0034314
negative regulation of mRNA splicing, via spliceosome	Gene Ontology	GO:0048025	1	22	0.0738042431272	0.127491486424	SRSF7	http://amigo.geneontology.org/amigo/term/GO:0048025
proteasomal ubiquitin-independent protein catabolic process	Gene Ontology	GO:0010499	1	22	0.0738042431272	0.127491486424	NFE2L2	http://amigo.geneontology.org/amigo/term/GO:0010499
carbohydrate phosphorylation	Gene Ontology	GO:0046835	1	22	0.0738042431272	0.127491486424	PFKFB3	http://amigo.geneontology.org/amigo/term/GO:0046835
K63-linked polyubiquitin modification-dependent protein binding	Gene Ontology	GO:0070530	1	22	0.0738042431272	0.127491486424	TNFAIP3	http://amigo.geneontology.org/amigo/term/GO:0070530
steroid hormone receptor activity	Gene Ontology	GO:0003707	1	22	0.0738042431272	0.127491486424	NR4A3	http://amigo.geneontology.org/amigo/term/GO:0003707
negative regulation of neurogenesis	Gene Ontology	GO:0050768	1	22	0.0738042431272	0.127491486424	DYNLT1	http://amigo.geneontology.org/amigo/term/GO:0050768
negative regulation of Rho protein signal transduction	Gene Ontology	GO:0035024	1	22	0.0738042431272	0.127491486424	BCL6	http://amigo.geneontology.org/amigo/term/GO:0035024
nuclear-transcribed mRNA poly(A) tail shortening	Gene Ontology	GO:0000289	1	22	0.0738042431272	0.127491486424	ZFP36	http://amigo.geneontology.org/amigo/term/GO:0000289
GTP-Rho binding	Gene Ontology	GO:0017049	1	22	0.0738042431272	0.127491486424	WHAMM	http://amigo.geneontology.org/amigo/term/GO:0017049
tau-protein kinase activity	Gene Ontology	GO:0050321	1	22	0.0738042431272	0.127491486424	CSNK1D	http://amigo.geneontology.org/amigo/term/GO:0050321
mammary gland development	Gene Ontology	GO:0030879	1	22	0.0738042431272	0.127491486424	IRS2	http://amigo.geneontology.org/amigo/term/GO:0030879
response to immobilization stress	Gene Ontology	GO:0035902	1	22	0.0738042431272	0.127491486424	BRD1	http://amigo.geneontology.org/amigo/term/GO:0035902
RNA catabolic process	Gene Ontology	GO:0006401	1	22	0.0738042431272	0.127491486424	JUNB	http://amigo.geneontology.org/amigo/term/GO:0006401
gastrulation	Gene Ontology	GO:0007369	1	22	0.0738042431272	0.127491486424	NR4A3	http://amigo.geneontology.org/amigo/term/GO:0007369
membrane organization	Gene Ontology	GO:0061024	2	133	0.0746563710276	0.128853719527	AREG|CD3D	http://amigo.geneontology.org/amigo/term/GO:0061024
animal organ morphogenesis	Gene Ontology	GO:0009887	2	134	0.0756109510762	0.1300482193	RELA|FLI1	http://amigo.geneontology.org/amigo/term/GO:0009887
response to radiation	Gene Ontology	GO:0009314	1	23	0.0768874827122	0.1300482193	PLK3	http://amigo.geneontology.org/amigo/term/GO:0009314
transcription elongation factor complex	Gene Ontology	GO:0008023	1	23	0.0768874827122	0.1300482193	ELL2	http://amigo.geneontology.org/amigo/term/GO:0008023
RNA polymerase II core promoter sequence-specific DNA binding	Gene Ontology	GO:0000979	1	23	0.0768874827122	0.1300482193	RELA	http://amigo.geneontology.org/amigo/term/GO:0000979
positive regulation of mesenchymal cell proliferation	Gene Ontology	GO:0002053	1	23	0.0768874827122	0.1300482193	IRS2	http://amigo.geneontology.org/amigo/term/GO:0002053
positive regulation of oligodendrocyte differentiation	Gene Ontology	GO:0048714	1	23	0.0768874827122	0.1300482193	CXCR4	http://amigo.geneontology.org/amigo/term/GO:0048714
phagophore assembly site	Gene Ontology	GO:0000407	1	23	0.0768874827122	0.1300482193	ATG2A	http://amigo.geneontology.org/amigo/term/GO:0000407
positive regulation of dendrite extension	Gene Ontology	GO:1903861	1	23	0.0768874827122	0.1300482193	CXCR4	http://amigo.geneontology.org/amigo/term/GO:1903861
transcription coactivator binding	Gene Ontology	GO:0001223	1	23	0.0768874827122	0.1300482193	NR4A3	http://amigo.geneontology.org/amigo/term/GO:0001223
nucleotide-excision repair, DNA gap filling	Gene Ontology	GO:0006297	1	23	0.0768874827122	0.1300482193	RPA2	http://amigo.geneontology.org/amigo/term/GO:0006297
steroid hormone mediated signaling pathway	Gene Ontology	GO:0043401	1	23	0.0768874827122	0.1300482193	NR4A3	http://amigo.geneontology.org/amigo/term/GO:0043401
positive regulation of apoptotic signaling pathway	Gene Ontology	GO:2001235	1	23	0.0768874827122	0.1300482193	CASP2	http://amigo.geneontology.org/amigo/term/GO:2001235
tissue regeneration	Gene Ontology	GO:0042246	1	23	0.0768874827122	0.1300482193	CDKN1A	http://amigo.geneontology.org/amigo/term/GO:0042246
positive regulation of intracellular protein transport	Gene Ontology	GO:0090316	1	23	0.0768874827122	0.1300482193	PLK3	http://amigo.geneontology.org/amigo/term/GO:0090316
negative regulation of myoblast differentiation	Gene Ontology	GO:0045662	1	23	0.0768874827122	0.1300482193	DDIT3	http://amigo.geneontology.org/amigo/term/GO:0045662
cellular senescence	Gene Ontology	GO:0090398	1	23	0.0768874827122	0.1300482193	CDKN1A	http://amigo.geneontology.org/amigo/term/GO:0090398
chemokine binding	Gene Ontology	GO:0019956	1	23	0.0768874827122	0.1300482193	CXCR4	http://amigo.geneontology.org/amigo/term/GO:0019956
chromatin organization	Gene Ontology	GO:0006325	2	137	0.0784980039535	0.132551167375	RELA|NR3C1	http://amigo.geneontology.org/amigo/term/GO:0006325
defense response to protozoan	Gene Ontology	GO:0042832	1	24	0.0799605365041	0.132591960777	BCL3	http://amigo.geneontology.org/amigo/term/GO:0042832
site of DNA damage	Gene Ontology	GO:0090734	1	24	0.0799605365041	0.132591960777	XRCC5	http://amigo.geneontology.org/amigo/term/GO:0090734
oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	Gene Ontology	GO:0016616	1	24	0.0799605365041	0.132591960777	RDH11	http://amigo.geneontology.org/amigo/term/GO:0016616
posttranscriptional regulation of gene expression	Gene Ontology	GO:0010608	1	24	0.0799605365041	0.132591960777	PER1	http://amigo.geneontology.org/amigo/term/GO:0010608
positive regulation of glycolytic process	Gene Ontology	GO:0045821	1	24	0.0799605365041	0.132591960777	PFKFB3	http://amigo.geneontology.org/amigo/term/GO:0045821
negative regulation of NIK/NF-kappaB signaling	Gene Ontology	GO:1901223	1	24	0.0799605365041	0.132591960777	RELA	http://amigo.geneontology.org/amigo/term/GO:1901223
cellular response to fatty acid	Gene Ontology	GO:0071398	1	24	0.0799605365041	0.132591960777	XRCC5	http://amigo.geneontology.org/amigo/term/GO:0071398
ATPase activator activity	Gene Ontology	GO:0001671	1	24	0.0799605365041	0.132591960777	DNAJB1	http://amigo.geneontology.org/amigo/term/GO:0001671
glucose transmembrane transport	Gene Ontology	GO:1904659	1	24	0.0799605365041	0.132591960777	SLC2A3	http://amigo.geneontology.org/amigo/term/GO:1904659
neuron differentiation	Gene Ontology	GO:0030182	2	139	0.0804417745309	0.13317217857	DDIT4|NGRN	http://amigo.geneontology.org/amigo/term/GO:0030182
late endosome	Gene Ontology	GO:0005770	2	140	0.0814192738415	0.134570731337	DDIT3|CXCR4	http://amigo.geneontology.org/amigo/term/GO:0005770
rRNA processing	Gene Ontology	GO:0006364	2	141	0.0824004689115	0.135674079009	DDX47|WBP11	http://amigo.geneontology.org/amigo/term/GO:0006364
negative regulation of osteoclast differentiation	Gene Ontology	GO:0045671	1	25	0.0830234378946	0.135674079009	PIK3R1	http://amigo.geneontology.org/amigo/term/GO:0045671
transferase activity, transferring glycosyl groups	Gene Ontology	GO:0016757	1	25	0.0830234378946	0.135674079009	GLT8D1	http://amigo.geneontology.org/amigo/term/GO:0016757
intrinsic apoptotic signaling pathway	Gene Ontology	GO:0097193	1	25	0.0830234378946	0.135674079009	CDKN1A	http://amigo.geneontology.org/amigo/term/GO:0097193
aminopeptidase activity	Gene Ontology	GO:0004177	1	25	0.0830234378946	0.135674079009	CXCR4	http://amigo.geneontology.org/amigo/term/GO:0004177
cell aging	Gene Ontology	GO:0007569	1	25	0.0830234378946	0.135674079009	MNT	http://amigo.geneontology.org/amigo/term/GO:0007569
laminin binding	Gene Ontology	GO:0043236	1	25	0.0830234378946	0.135674079009	LYPD3	http://amigo.geneontology.org/amigo/term/GO:0043236
negative regulation of peptidyl-serine phosphorylation	Gene Ontology	GO:0033137	1	25	0.0830234378946	0.135674079009	DDIT4	http://amigo.geneontology.org/amigo/term/GO:0033137
GPI anchor biosynthetic process	Gene Ontology	GO:0006506	1	25	0.0830234378946	0.135674079009	TP53INP2	http://amigo.geneontology.org/amigo/term/GO:0006506
cell population proliferation	Gene Ontology	GO:0008283	2	142	0.0833853247865	0.136155747719	IRF2|XRCC5	http://amigo.geneontology.org/amigo/term/GO:0008283
cadherin binding	Gene Ontology	GO:0045296	3	305	0.0838704181111	0.136727659107	DNAJB1|PCMT1|CSNK1D	http://amigo.geneontology.org/amigo/term/GO:0045296
microtubule	Gene Ontology	GO:0005874	3	305	0.0838704181111	0.136727659107	TBCE|GABARAPL1|WHAMM	http://amigo.geneontology.org/amigo/term/GO:0005874
cytoplasmic vesicle membrane	Gene Ontology	GO:0030659	2	144	0.0853658800749	0.13810330261	GABARAPL1|WHAMM	http://amigo.geneontology.org/amigo/term/GO:0030659
glycosaminoglycan binding	Gene Ontology	GO:0005539	1	26	0.086076220167	0.13810330261	SPOCK2	http://amigo.geneontology.org/amigo/term/GO:0005539
replication fork	Gene Ontology	GO:0005657	1	26	0.086076220167	0.13810330261	BCL6	http://amigo.geneontology.org/amigo/term/GO:0005657
nucleobase-containing small molecule interconversion	Gene Ontology	GO:0015949	1	26	0.086076220167	0.13810330261	GLRX	http://amigo.geneontology.org/amigo/term/GO:0015949
telomeric DNA binding	Gene Ontology	GO:0042162	1	26	0.086076220167	0.13810330261	XRCC5	http://amigo.geneontology.org/amigo/term/GO:0042162
mRNA 3'-UTR AU-rich region binding	Gene Ontology	GO:0035925	1	26	0.086076220167	0.13810330261	ZFP36	http://amigo.geneontology.org/amigo/term/GO:0035925
enzyme regulator activity	Gene Ontology	GO:0030234	1	26	0.086076220167	0.13810330261	DCP1A	http://amigo.geneontology.org/amigo/term/GO:0030234
protein kinase A regulatory subunit binding	Gene Ontology	GO:0034237	1	26	0.086076220167	0.13810330261	PRKACB	http://amigo.geneontology.org/amigo/term/GO:0034237
positive regulation of p38MAPK cascade	Gene Ontology	GO:1900745	1	26	0.086076220167	0.13810330261	GADD45A	http://amigo.geneontology.org/amigo/term/GO:1900745
stress-activated MAPK cascade	Gene Ontology	GO:0051403	1	26	0.086076220167	0.13810330261	MAP3K8	http://amigo.geneontology.org/amigo/term/GO:0051403
G-protein alpha-subunit binding	Gene Ontology	GO:0001965	1	26	0.086076220167	0.13810330261	RGS1	http://amigo.geneontology.org/amigo/term/GO:0001965
DNA metabolic process	Gene Ontology	GO:0006259	1	26	0.086076220167	0.13810330261	KPNA2	http://amigo.geneontology.org/amigo/term/GO:0006259
cellular response to glucagon stimulus	Gene Ontology	GO:0071377	1	26	0.086076220167	0.13810330261	PRKACB	http://amigo.geneontology.org/amigo/term/GO:0071377
ferrous iron binding	Gene Ontology	GO:0008198	1	26	0.086076220167	0.13810330261	FTH1	http://amigo.geneontology.org/amigo/term/GO:0008198
cellular response to unfolded protein	Gene Ontology	GO:0034620	1	26	0.086076220167	0.13810330261	HSPA9	http://amigo.geneontology.org/amigo/term/GO:0034620
positive regulation of canonical Wnt signaling pathway	Gene Ontology	GO:0090263	2	145	0.0863615105181	0.138342135332	CSNK1D|TNKS2	http://amigo.geneontology.org/amigo/term/GO:0090263
positive regulation of cytosolic calcium ion concentration	Gene Ontology	GO:0007204	2	146	0.0873606638243	0.139832222759	PTGER4|CXCR4	http://amigo.geneontology.org/amigo/term/GO:0007204
response to organic substance	Gene Ontology	GO:0010033	1	27	0.0891189164961	0.14097750597	RELA	http://amigo.geneontology.org/amigo/term/GO:0010033
biomineral tissue development	Gene Ontology	GO:0031214	1	27	0.0891189164961	0.14097750597	SRGN	http://amigo.geneontology.org/amigo/term/GO:0031214
ribosome biogenesis	Gene Ontology	GO:0042254	1	27	0.0891189164961	0.14097750597	DDIT3	http://amigo.geneontology.org/amigo/term/GO:0042254
cellular response to fibroblast growth factor stimulus	Gene Ontology	GO:0044344	1	27	0.0891189164961	0.14097750597	ZFP36	http://amigo.geneontology.org/amigo/term/GO:0044344
cellular response to vascular endothelial growth factor stimulus	Gene Ontology	GO:0035924	1	27	0.0891189164961	0.14097750597	RELA	http://amigo.geneontology.org/amigo/term/GO:0035924
associative learning	Gene Ontology	GO:0008306	1	27	0.0891189164961	0.14097750597	BTG2	http://amigo.geneontology.org/amigo/term/GO:0008306
negative regulation of JNK cascade	Gene Ontology	GO:0046329	1	27	0.0891189164961	0.14097750597	PER1	http://amigo.geneontology.org/amigo/term/GO:0046329
misfolded protein binding	Gene Ontology	GO:0051787	1	27	0.0891189164961	0.14097750597	HSPA9	http://amigo.geneontology.org/amigo/term/GO:0051787
nuclear localization sequence binding	Gene Ontology	GO:0008139	1	27	0.0891189164961	0.14097750597	KPNA2	http://amigo.geneontology.org/amigo/term/GO:0008139
regulation of multicellular organism growth	Gene Ontology	GO:0040014	1	27	0.0891189164961	0.14097750597	TNKS2	http://amigo.geneontology.org/amigo/term/GO:0040014
focal adhesion assembly	Gene Ontology	GO:0048041	1	27	0.0891189164961	0.14097750597	WHAMM	http://amigo.geneontology.org/amigo/term/GO:0048041
protein localization to cell surface	Gene Ontology	GO:0034394	1	27	0.0891189164961	0.14097750597	TP53INP2	http://amigo.geneontology.org/amigo/term/GO:0034394
