##Databases: KEGG PATHWAY, Reactome, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
activation of protein kinase B activity	Gene Ontology	GO:0032148	1	32	0.119812886346	0.18410709591	DYNAP	http://amigo.geneontology.org/amigo/term/GO:0032148
mesoderm formation	Gene Ontology	GO:0001707	1	32	0.119812886346	0.18410709591	SMAD3	http://amigo.geneontology.org/amigo/term/GO:0001707
embryonic cranial skeleton morphogenesis	Gene Ontology	GO:0048701	1	32	0.119812886346	0.18410709591	SMAD3	http://amigo.geneontology.org/amigo/term/GO:0048701
negative regulation of proteasomal ubiquitin-dependent protein catabolic process	Gene Ontology	GO:0032435	1	32	0.119812886346	0.18410709591	CLEC16A	http://amigo.geneontology.org/amigo/term/GO:0032435
positive regulation of Rho protein signal transduction	Gene Ontology	GO:0035025	1	32	0.119812886346	0.18410709591	F11R	http://amigo.geneontology.org/amigo/term/GO:0035025
14-3-3 protein binding	Gene Ontology	GO:0071889	1	32	0.119812886346	0.18410709591	HDAC7	http://amigo.geneontology.org/amigo/term/GO:0071889
microtubule associated complex	Gene Ontology	GO:0005875	1	32	0.119812886346	0.18410709591	ACTR1A	http://amigo.geneontology.org/amigo/term/GO:0005875
positive regulation of TOR signaling	Gene Ontology	GO:0032008	1	32	0.119812886346	0.18410709591	HDAC3	http://amigo.geneontology.org/amigo/term/GO:0032008
protein localization to cilium	Gene Ontology	GO:0061512	1	33	0.123211723866	0.186816596068	ARL3	http://amigo.geneontology.org/amigo/term/GO:0061512
U4/U6 x U5 tri-snRNP complex	Gene Ontology	GO:0046540	1	33	0.123211723866	0.186816596068	NHP2L1	http://amigo.geneontology.org/amigo/term/GO:0046540
skeletal system morphogenesis	Gene Ontology	GO:0048705	1	33	0.123211723866	0.186816596068	FLG	http://amigo.geneontology.org/amigo/term/GO:0048705
odontogenesis	Gene Ontology	GO:0042476	1	33	0.123211723866	0.186816596068	AQP5	http://amigo.geneontology.org/amigo/term/GO:0042476
heterotrimeric G-protein complex	Gene Ontology	GO:0005834	1	33	0.123211723866	0.186816596068	GNGT2	http://amigo.geneontology.org/amigo/term/GO:0005834
spleen development	Gene Ontology	GO:0048536	1	33	0.123211723866	0.186816596068	PPP2R3C	http://amigo.geneontology.org/amigo/term/GO:0048536
response to amphetamine	Gene Ontology	GO:0001975	1	33	0.123211723866	0.186816596068	HDAC7	http://amigo.geneontology.org/amigo/term/GO:0001975
response to interleukin-1	Gene Ontology	GO:0070555	1	33	0.123211723866	0.186816596068	TNFRSF11A	http://amigo.geneontology.org/amigo/term/GO:0070555
triglyceride metabolic process	Gene Ontology	GO:0006641	1	33	0.123211723866	0.186816596068	SLC22A4	http://amigo.geneontology.org/amigo/term/GO:0006641
extrinsic apoptotic signaling pathway in absence of ligand	Gene Ontology	GO:0097192	1	33	0.123211723866	0.186816596068	ERBB3	http://amigo.geneontology.org/amigo/term/GO:0097192
histone methyltransferase complex	Gene Ontology	GO:0035097	1	33	0.123211723866	0.186816596068	HDAC7	http://amigo.geneontology.org/amigo/term/GO:0035097
DNA-binding transcription factor activity, RNA polymerase II-specific	Gene Ontology	GO:0000981	6	874	0.126166430497	0.190266452407	RERE|STAT6|TEF|SMAD3|RUNX3|USF1	http://amigo.geneontology.org/amigo/term/GO:0000981
dendrite morphogenesis	Gene Ontology	GO:0048813	1	34	0.126597522808	0.190266452407	RERE	http://amigo.geneontology.org/amigo/term/GO:0048813
ATP-dependent chromatin remodeling	Gene Ontology	GO:0043044	1	34	0.126597522808	0.190266452407	SMARCE1	http://amigo.geneontology.org/amigo/term/GO:0043044
tricarboxylic acid cycle	Gene Ontology	GO:0006099	1	34	0.126597522808	0.190266452407	ACO2	http://amigo.geneontology.org/amigo/term/GO:0006099
positive regulation of JUN kinase activity	Gene Ontology	GO:0043507	1	34	0.126597522808	0.190266452407	TNFRSF11A	http://amigo.geneontology.org/amigo/term/GO:0043507
myosin complex	Gene Ontology	GO:0016459	1	34	0.126597522808	0.190266452407	MYL6B	http://amigo.geneontology.org/amigo/term/GO:0016459
protein K48-linked deubiquitination	Gene Ontology	GO:0071108	1	34	0.126597522808	0.190266452407	TNFAIP3	http://amigo.geneontology.org/amigo/term/GO:0071108
lipopolysaccharide-mediated signaling pathway	Gene Ontology	GO:0031663	1	34	0.126597522808	0.190266452407	NFKBIA	http://amigo.geneontology.org/amigo/term/GO:0031663
activation of phospholipase C activity	Gene Ontology	GO:0007202	1	34	0.126597522808	0.190266452407	CD86	http://amigo.geneontology.org/amigo/term/GO:0007202
positive regulation of insulin secretion involved in cellular response to glucose stimulus	Gene Ontology	GO:0035774	1	34	0.126597522808	0.190266452407	HLA-DRB1	http://amigo.geneontology.org/amigo/term/GO:0035774
cellular response to lipopolysaccharide	Gene Ontology	GO:0071222	2	158	0.127127266535	0.190783693428	TNFAIP3|CD86	http://amigo.geneontology.org/amigo/term/GO:0071222
mRNA processing	Gene Ontology	GO:0006397	2	158	0.127127266535	0.190783693428	CSDC2|ARL6IP4	http://amigo.geneontology.org/amigo/term/GO:0006397
response to hypoxia	Gene Ontology	GO:0001666	2	160	0.129707355595	0.193496744652	USF1|SMAD3	http://amigo.geneontology.org/amigo/term/GO:0001666
midbody	Gene Ontology	GO:0030496	2	160	0.129707355595	0.193496744652	ARL3|IQGAP1	http://amigo.geneontology.org/amigo/term/GO:0030496
cell-cell junction assembly	Gene Ontology	GO:0007043	1	35	0.129970332862	0.193496744652	HDAC7	http://amigo.geneontology.org/amigo/term/GO:0007043
skin development	Gene Ontology	GO:0043588	1	35	0.129970332862	0.193496744652	OVOL1	http://amigo.geneontology.org/amigo/term/GO:0043588
RNA polymerase II repressing transcription factor binding	Gene Ontology	GO:0001103	1	35	0.129970332862	0.193496744652	EAF2	http://amigo.geneontology.org/amigo/term/GO:0001103
negative regulation of protein catabolic process	Gene Ontology	GO:0042177	1	35	0.129970332862	0.193496744652	SMAD3	http://amigo.geneontology.org/amigo/term/GO:0042177
activating transcription factor binding	Gene Ontology	GO:0033613	1	35	0.129970332862	0.193496744652	HDAC7	http://amigo.geneontology.org/amigo/term/GO:0033613
energy homeostasis	Gene Ontology	GO:0097009	1	35	0.129970332862	0.193496744652	CRTC3	http://amigo.geneontology.org/amigo/term/GO:0097009
early endosome membrane	Gene Ontology	GO:0031901	2	161	0.131002001854	0.194891545449	HLA-C|HLA-B	http://amigo.geneontology.org/amigo/term/GO:0031901
dendritic spine	Gene Ontology	GO:0043197	2	162	0.132299659365	0.196225410489	ITPKA|RGS14	http://amigo.geneontology.org/amigo/term/GO:0043197
release of sequestered calcium ion into cytosol	Gene Ontology	GO:0051209	1	36	0.133330203528	0.196225410489	CCR7	http://amigo.geneontology.org/amigo/term/GO:0051209
positive regulation of Wnt signaling pathway	Gene Ontology	GO:0030177	1	36	0.133330203528	0.196225410489	TNFAIP3	http://amigo.geneontology.org/amigo/term/GO:0030177
protein phosphatase regulator activity	Gene Ontology	GO:0019888	1	36	0.133330203528	0.196225410489	PPP2R1B	http://amigo.geneontology.org/amigo/term/GO:0019888
DNA-directed 5'-3' RNA polymerase activity	Gene Ontology	GO:0003899	1	36	0.133330203528	0.196225410489	POLR3H	http://amigo.geneontology.org/amigo/term/GO:0003899
COP9 signalosome	Gene Ontology	GO:0008180	1	36	0.133330203528	0.196225410489	TESPA1	http://amigo.geneontology.org/amigo/term/GO:0008180
positive regulation of interleukin-12 production	Gene Ontology	GO:0032735	1	36	0.133330203528	0.196225410489	CCR7	http://amigo.geneontology.org/amigo/term/GO:0032735
acute-phase response	Gene Ontology	GO:0006953	1	36	0.133330203528	0.196225410489	IL6R	http://amigo.geneontology.org/amigo/term/GO:0006953
T cell differentiation	Gene Ontology	GO:0030217	1	36	0.133330203528	0.196225410489	IL7R	http://amigo.geneontology.org/amigo/term/GO:0030217
calcium ion binding	Gene Ontology	GO:0005509	5	693	0.133939615375	0.196981294142	MYL6B|EFEMP2|IQGAP1|FLG|PITPNM2	http://amigo.geneontology.org/amigo/term/GO:0005509
perinuclear region of cytoplasm	Gene Ontology	GO:0048471	5	697	0.136236148018	0.199438105427	RASA2|NDFIP1|CDK2AP1|GLB1|SPATA32	http://amigo.geneontology.org/amigo/term/GO:0048471
histone H4 acetylation	Gene Ontology	GO:0043967	1	37	0.136677184118	0.199438105427	EAF2	http://amigo.geneontology.org/amigo/term/GO:0043967
placenta development	Gene Ontology	GO:0001890	1	37	0.136677184118	0.199438105427	CCDC134	http://amigo.geneontology.org/amigo/term/GO:0001890
phosphatidylinositol 3-kinase signaling	Gene Ontology	GO:0014065	1	37	0.136677184118	0.199438105427	ERBB3	http://amigo.geneontology.org/amigo/term/GO:0014065
cell maturation	Gene Ontology	GO:0048469	1	37	0.136677184118	0.199438105427	FLG	http://amigo.geneontology.org/amigo/term/GO:0048469
positive regulation of cell-substrate adhesion	Gene Ontology	GO:0010811	1	37	0.136677184118	0.199438105427	ALOX15	http://amigo.geneontology.org/amigo/term/GO:0010811
actin cytoskeleton organization	Gene Ontology	GO:0030036	2	166	0.137519564504	0.200240952281	ITPKA|BCL6	http://amigo.geneontology.org/amigo/term/GO:0030036
negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	Gene Ontology	GO:1902042	1	38	0.14001132376	0.203006545593	TNFAIP3	http://amigo.geneontology.org/amigo/term/GO:1902042
autophagy of mitochondrion	Gene Ontology	GO:0000422	1	38	0.14001132376	0.203006545593	SLC25A46	http://amigo.geneontology.org/amigo/term/GO:0000422
muscle filament sliding	Gene Ontology	GO:0030049	1	38	0.14001132376	0.203006545593	MYL6B	http://amigo.geneontology.org/amigo/term/GO:0030049
protein kinase B signaling	Gene Ontology	GO:0043491	1	38	0.14001132376	0.203006545593	THEM4	http://amigo.geneontology.org/amigo/term/GO:0043491
phosphatidylinositol-3,4,5-trisphosphate binding	Gene Ontology	GO:0005547	1	39	0.143332671393	0.206222513914	IQGAP1	http://amigo.geneontology.org/amigo/term/GO:0005547
nucleosomal DNA binding	Gene Ontology	GO:0031492	1	39	0.143332671393	0.206222513914	SMARCE1	http://amigo.geneontology.org/amigo/term/GO:0031492
histone deacetylation	Gene Ontology	GO:0016575	1	39	0.143332671393	0.206222513914	HDAC7	http://amigo.geneontology.org/amigo/term/GO:0016575
positive regulation of nitric oxide biosynthetic process	Gene Ontology	GO:0045429	1	39	0.143332671393	0.206222513914	SMAD3	http://amigo.geneontology.org/amigo/term/GO:0045429
positive regulation of blood vessel endothelial cell migration	Gene Ontology	GO:0043536	1	39	0.143332671393	0.206222513914	FLG	http://amigo.geneontology.org/amigo/term/GO:0043536
positive regulation of bone mineralization	Gene Ontology	GO:0030501	1	39	0.143332671393	0.206222513914	SMAD3	http://amigo.geneontology.org/amigo/term/GO:0030501
embryonic limb morphogenesis	Gene Ontology	GO:0030326	1	39	0.143332671393	0.206222513914	FLG	http://amigo.geneontology.org/amigo/term/GO:0030326
Fc-epsilon receptor signaling pathway	Gene Ontology	GO:0038095	2	171	0.144107230833	0.20719193468	CARD11|FCER1G	http://amigo.geneontology.org/amigo/term/GO:0038095
glycosphingolipid metabolic process	Gene Ontology	GO:0006687	1	40	0.146641275772	0.208358301995	GLB1	http://amigo.geneontology.org/amigo/term/GO:0006687
positive regulation of protein tyrosine kinase activity	Gene Ontology	GO:0061098	1	40	0.146641275772	0.208358301995	ERBB3	http://amigo.geneontology.org/amigo/term/GO:0061098
cholesterol biosynthetic process	Gene Ontology	GO:0006695	1	40	0.146641275772	0.208358301995	GLB1	http://amigo.geneontology.org/amigo/term/GO:0006695
positive regulation of pri-miRNA transcription by RNA polymerase II	Gene Ontology	GO:1902895	1	40	0.146641275772	0.208358301995	SMAD3	http://amigo.geneontology.org/amigo/term/GO:1902895
negative regulation of interleukin-6 production	Gene Ontology	GO:0032715	1	40	0.146641275772	0.208358301995	TNFAIP3	http://amigo.geneontology.org/amigo/term/GO:0032715
motor activity	Gene Ontology	GO:0003774	1	40	0.146641275772	0.208358301995	MYL6B	http://amigo.geneontology.org/amigo/term/GO:0003774
neuron apoptotic process	Gene Ontology	GO:0051402	1	40	0.146641275772	0.208358301995	ERBB3	http://amigo.geneontology.org/amigo/term/GO:0051402
immunological synapse	Gene Ontology	GO:0001772	1	40	0.146641275772	0.208358301995	CARD11	http://amigo.geneontology.org/amigo/term/GO:0001772
blood coagulation	Gene Ontology	GO:0007596	2	173	0.146760795737	0.208384113284	FCER1G|SH2B3	http://amigo.geneontology.org/amigo/term/GO:0007596
retina homeostasis	Gene Ontology	GO:0001895	1	41	0.149937185468	0.211870002283	WDR36	http://amigo.geneontology.org/amigo/term/GO:0001895
photoreceptor cell maintenance	Gene Ontology	GO:0045494	1	41	0.149937185468	0.211870002283	IQCB1	http://amigo.geneontology.org/amigo/term/GO:0045494
SH2 domain binding	Gene Ontology	GO:0042169	1	41	0.149937185468	0.211870002283	FLG	http://amigo.geneontology.org/amigo/term/GO:0042169
coreceptor activity	Gene Ontology	GO:0015026	1	41	0.149937185468	0.211870002283	CD86	http://amigo.geneontology.org/amigo/term/GO:0015026
binding of sperm to zona pellucida	Gene Ontology	GO:0007339	1	41	0.149937185468	0.211870002283	ZPBP2	http://amigo.geneontology.org/amigo/term/GO:0007339
positive regulation of epithelial to mesenchymal transition	Gene Ontology	GO:0010718	1	42	0.153220448867	0.214738406865	SMAD3	http://amigo.geneontology.org/amigo/term/GO:0010718
amino acid transmembrane transporter activity	Gene Ontology	GO:0015171	1	42	0.153220448867	0.214738406865	SLC22A4	http://amigo.geneontology.org/amigo/term/GO:0015171
dendrite development	Gene Ontology	GO:0016358	1	42	0.153220448867	0.214738406865	SLC25A46	http://amigo.geneontology.org/amigo/term/GO:0016358
receptor internalization	Gene Ontology	GO:0031623	1	42	0.153220448867	0.214738406865	FCER1G	http://amigo.geneontology.org/amigo/term/GO:0031623
cytoplasmic translation	Gene Ontology	GO:0002181	1	42	0.153220448867	0.214738406865	RPS26	http://amigo.geneontology.org/amigo/term/GO:0002181
response to UV	Gene Ontology	GO:0009411	1	42	0.153220448867	0.214738406865	USF1	http://amigo.geneontology.org/amigo/term/GO:0009411
negative regulation of cell cycle	Gene Ontology	GO:0045786	1	42	0.153220448867	0.214738406865	RUNX3	http://amigo.geneontology.org/amigo/term/GO:0045786
structural constituent of muscle	Gene Ontology	GO:0008307	1	43	0.156491114173	0.21783732616	MYL6B	http://amigo.geneontology.org/amigo/term/GO:0008307
epithelial to mesenchymal transition	Gene Ontology	GO:0001837	1	43	0.156491114173	0.21783732616	FLG	http://amigo.geneontology.org/amigo/term/GO:0001837
lipid homeostasis	Gene Ontology	GO:0055088	1	43	0.156491114173	0.21783732616	USF1	http://amigo.geneontology.org/amigo/term/GO:0055088
cellular response to epidermal growth factor stimulus	Gene Ontology	GO:0071364	1	43	0.156491114173	0.21783732616	IQGAP1	http://amigo.geneontology.org/amigo/term/GO:0071364
regulation of G protein-coupled receptor signaling pathway	Gene Ontology	GO:0008277	1	43	0.156491114173	0.21783732616	RGS14	http://amigo.geneontology.org/amigo/term/GO:0008277
intermembrane lipid transfer	Gene Ontology	GO:0120009	1	43	0.156491114173	0.21783732616	PITPNM2	http://amigo.geneontology.org/amigo/term/GO:0120009
mitochondrial nucleoid	Gene Ontology	GO:0042645	1	43	0.156491114173	0.21783732616	KIAA0391	http://amigo.geneontology.org/amigo/term/GO:0042645
nuclear envelope	Gene Ontology	GO:0005635	2	182	0.158822352376	0.220580534357	FAM105A|GLB1	http://amigo.geneontology.org/amigo/term/GO:0005635
T cell activation	Gene Ontology	GO:0042110	1	44	0.159749229406	0.220580534357	SMAD3	http://amigo.geneontology.org/amigo/term/GO:0042110
regulation of phosphoprotein phosphatase activity	Gene Ontology	GO:0043666	1	44	0.159749229406	0.220580534357	PPP2R1B	http://amigo.geneontology.org/amigo/term/GO:0043666
protein K63-linked ubiquitination	Gene Ontology	GO:0070534	1	44	0.159749229406	0.220580534357	TRAF3	http://amigo.geneontology.org/amigo/term/GO:0070534
negative regulation of cell adhesion	Gene Ontology	GO:0007162	1	44	0.159749229406	0.220580534357	ERBB3	http://amigo.geneontology.org/amigo/term/GO:0007162
positive regulation of protein secretion	Gene Ontology	GO:0050714	1	44	0.159749229406	0.220580534357	IL13	http://amigo.geneontology.org/amigo/term/GO:0050714
somitogenesis	Gene Ontology	GO:0001756	1	44	0.159749229406	0.220580534357	SMAD3	http://amigo.geneontology.org/amigo/term/GO:0001756
cornified envelope	Gene Ontology	GO:0001533	1	44	0.159749229406	0.220580534357	FLG	http://amigo.geneontology.org/amigo/term/GO:0001533
neurogenesis	Gene Ontology	GO:0022008	1	45	0.162994842405	0.22311411184	SMARCE1	http://amigo.geneontology.org/amigo/term/GO:0022008
ATPase-coupled transmembrane transporter activity	Gene Ontology	GO:0042626	1	45	0.162994842405	0.22311411184	ABCB9	http://amigo.geneontology.org/amigo/term/GO:0042626
bone mineralization	Gene Ontology	GO:0030282	1	45	0.162994842405	0.22311411184	ALOX15	http://amigo.geneontology.org/amigo/term/GO:0030282
protein N-linked glycosylation	Gene Ontology	GO:0006487	1	45	0.162994842405	0.22311411184	PMM1	http://amigo.geneontology.org/amigo/term/GO:0006487
negative regulation of I-kappaB kinase/NF-kappaB signaling	Gene Ontology	GO:0043124	1	45	0.162994842405	0.22311411184	TNFAIP3	http://amigo.geneontology.org/amigo/term/GO:0043124
positive regulation of phagocytosis	Gene Ontology	GO:0050766	1	45	0.162994842405	0.22311411184	FCER1G	http://amigo.geneontology.org/amigo/term/GO:0050766
spindle microtubule	Gene Ontology	GO:0005876	1	45	0.162994842405	0.22311411184	ARL3	http://amigo.geneontology.org/amigo/term/GO:0005876
long-term synaptic potentiation	Gene Ontology	GO:0060291	1	45	0.162994842405	0.22311411184	RGS14	http://amigo.geneontology.org/amigo/term/GO:0060291
cytokine activity	Gene Ontology	GO:0005125	2	186	0.164241441791	0.224521545426	IL13|TSLP	http://amigo.geneontology.org/amigo/term/GO:0005125
negative regulation of fat cell differentiation	Gene Ontology	GO:0045599	1	46	0.166228000828	0.226784850499	SMAD3	http://amigo.geneontology.org/amigo/term/GO:0045599
regulation of mitotic cell cycle	Gene Ontology	GO:0007346	1	46	0.166228000828	0.226784850499	IQGAP1	http://amigo.geneontology.org/amigo/term/GO:0007346
heart development	Gene Ontology	GO:0007507	2	189	0.168327293449	0.229496628204	ERBB3|HDAC7	http://amigo.geneontology.org/amigo/term/GO:0007507
JNK cascade	Gene Ontology	GO:0007254	1	47	0.169448752153	0.229654999621	PTGER4	http://amigo.geneontology.org/amigo/term/GO:0007254
visual learning	Gene Ontology	GO:0008542	1	47	0.169448752153	0.229654999621	RGS14	http://amigo.geneontology.org/amigo/term/GO:0008542
bone development	Gene Ontology	GO:0060348	1	47	0.169448752153	0.229654999621	PTGER4	http://amigo.geneontology.org/amigo/term/GO:0060348
cytosolic small ribosomal subunit	Gene Ontology	GO:0022627	1	47	0.169448752153	0.229654999621	RPS26	http://amigo.geneontology.org/amigo/term/GO:0022627
endosome to lysosome transport	Gene Ontology	GO:0008333	1	47	0.169448752153	0.229654999621	CLEC16A	http://amigo.geneontology.org/amigo/term/GO:0008333
generation of precursor metabolites and energy	Gene Ontology	GO:0006091	1	48	0.172657143676	0.232470915127	ACO2	http://amigo.geneontology.org/amigo/term/GO:0006091
cellular response to glucose starvation	Gene Ontology	GO:0042149	1	48	0.172657143676	0.232470915127	SIK2	http://amigo.geneontology.org/amigo/term/GO:0042149
nuclear inner membrane	Gene Ontology	GO:0005637	1	48	0.172657143676	0.232470915127	SMAD3	http://amigo.geneontology.org/amigo/term/GO:0005637
response to peptide hormone	Gene Ontology	GO:0043434	1	48	0.172657143676	0.232470915127	STAT6	http://amigo.geneontology.org/amigo/term/GO:0043434
positive regulation of cell adhesion	Gene Ontology	GO:0045785	1	48	0.172657143676	0.232470915127	CCR7	http://amigo.geneontology.org/amigo/term/GO:0045785
myelination	Gene Ontology	GO:0042552	1	48	0.172657143676	0.232470915127	NAB2	http://amigo.geneontology.org/amigo/term/GO:0042552
collagen-containing extracellular matrix	Gene Ontology	GO:0062023	3	370	0.17510514174	0.235398884268	ADAMTS4|EFEMP2|FLG	http://amigo.geneontology.org/amigo/term/GO:0062023
cilium assembly	Gene Ontology	GO:0060271	2	194	0.175175239752	0.235398884268	ARL3|IQCB1	http://amigo.geneontology.org/amigo/term/GO:0060271
negative regulation of tumor necrosis factor production	Gene Ontology	GO:0032720	1	49	0.175853222517	0.236001452673	TNFAIP3	http://amigo.geneontology.org/amigo/term/GO:0032720
phosphatase binding	Gene Ontology	GO:0019902	1	49	0.175853222517	0.236001452673	SMAD3	http://amigo.geneontology.org/amigo/term/GO:0019902
cytoplasmic microtubule organization	Gene Ontology	GO:0031122	1	50	0.179037035616	0.238716047488	STMN3	http://amigo.geneontology.org/amigo/term/GO:0031122
positive regulation of tumor necrosis factor production	Gene Ontology	GO:0032760	1	50	0.179037035616	0.238716047488	FCER1G	http://amigo.geneontology.org/amigo/term/GO:0032760
negative regulation of neuron death	Gene Ontology	GO:1901215	1	50	0.179037035616	0.238716047488	IL13	http://amigo.geneontology.org/amigo/term/GO:1901215
regulation of synaptic plasticity	Gene Ontology	GO:0048167	1	50	0.179037035616	0.238716047488	ITPKA	http://amigo.geneontology.org/amigo/term/GO:0048167
epidermal growth factor receptor signaling pathway	Gene Ontology	GO:0007173	1	50	0.179037035616	0.238716047488	IQGAP1	http://amigo.geneontology.org/amigo/term/GO:0007173
skeletal muscle tissue development	Gene Ontology	GO:0007519	1	50	0.179037035616	0.238716047488	MYL6B	http://amigo.geneontology.org/amigo/term/GO:0007519
repressing transcription factor binding	Gene Ontology	GO:0070491	1	51	0.182208629734	0.241690930796	HDAC7	http://amigo.geneontology.org/amigo/term/GO:0070491
stem cell population maintenance	Gene Ontology	GO:0019827	1	51	0.182208629734	0.241690930796	RTF1	http://amigo.geneontology.org/amigo/term/GO:0019827
social behavior	Gene Ontology	GO:0035176	1	51	0.182208629734	0.241690930796	GNGT2	http://amigo.geneontology.org/amigo/term/GO:0035176
spindle assembly	Gene Ontology	GO:0051225	1	52	0.185368051458	0.245091134274	HDAC3	http://amigo.geneontology.org/amigo/term/GO:0051225
cytoplasmic side of plasma membrane	Gene Ontology	GO:0009898	1	52	0.185368051458	0.245091134274	TRAF3	http://amigo.geneontology.org/amigo/term/GO:0009898
mitotic cytokinesis	Gene Ontology	GO:0000281	1	52	0.185368051458	0.245091134274	ARL3	http://amigo.geneontology.org/amigo/term/GO:0000281
positive regulation of stress fiber assembly	Gene Ontology	GO:0051496	1	52	0.185368051458	0.245091134274	SMAD3	http://amigo.geneontology.org/amigo/term/GO:0051496
in utero embryonic development	Gene Ontology	GO:0001701	2	202	0.186221792332	0.246061699894	FLG|SMAD3	http://amigo.geneontology.org/amigo/term/GO:0001701
-	Gene Ontology	GO:0036459	1	53	0.188515347195	0.248184586864	TNFAIP3	http://amigo.geneontology.org/amigo/term/GO:0036459
keratinocyte differentiation	Gene Ontology	GO:0030216	1	53	0.188515347195	0.248184586864	FLG	http://amigo.geneontology.org/amigo/term/GO:0030216
negative regulation of protein ubiquitination	Gene Ontology	GO:0031397	1	53	0.188515347195	0.248184586864	TNFAIP3	http://amigo.geneontology.org/amigo/term/GO:0031397
positive regulation of interleukin-8 production	Gene Ontology	GO:0032757	1	54	0.191650563178	0.251296911922	TLR1	http://amigo.geneontology.org/amigo/term/GO:0032757
protein K48-linked ubiquitination	Gene Ontology	GO:0070936	1	54	0.191650563178	0.251296911922	TNFAIP3	http://amigo.geneontology.org/amigo/term/GO:0070936
protein kinase C binding	Gene Ontology	GO:0005080	1	54	0.191650563178	0.251296911922	HDAC7	http://amigo.geneontology.org/amigo/term/GO:0005080
response to mechanical stimulus	Gene Ontology	GO:0009612	1	54	0.191650563178	0.251296911922	PTGER4	http://amigo.geneontology.org/amigo/term/GO:0009612
hemopoiesis	Gene Ontology	GO:0030097	1	54	0.191650563178	0.251296911922	RUNX3	http://amigo.geneontology.org/amigo/term/GO:0030097
glucose metabolic process	Gene Ontology	GO:0006006	1	55	0.194773745466	0.253452418151	USF1	http://amigo.geneontology.org/amigo/term/GO:0006006
cis-regulatory region sequence-specific DNA binding	Gene Ontology	GO:0000987	1	55	0.194773745466	0.253452418151	SMAD3	http://amigo.geneontology.org/amigo/term/GO:0000987
chromosome, telomeric region	Gene Ontology	GO:0000781	1	55	0.194773745466	0.253452418151	RTEL1	http://amigo.geneontology.org/amigo/term/GO:0000781
double-strand break repair via nonhomologous end joining	Gene Ontology	GO:0006303	1	55	0.194773745466	0.253452418151	RAD50	http://amigo.geneontology.org/amigo/term/GO:0006303
extracellular vesicle	Gene Ontology	GO:1903561	1	55	0.194773745466	0.253452418151	EFEMP2	http://amigo.geneontology.org/amigo/term/GO:1903561
response to calcium ion	Gene Ontology	GO:0051592	1	55	0.194773745466	0.253452418151	D2HGDH	http://amigo.geneontology.org/amigo/term/GO:0051592
defense response to bacterium	Gene Ontology	GO:0042742	2	209	0.195966745384	0.254843534795	GSDMB|FCER1G	http://amigo.geneontology.org/amigo/term/GO:0042742
negative regulation of gene expression	Gene Ontology	GO:0010629	2	210	0.197364242443	0.256042439598	ITGB8|NDFIP1	http://amigo.geneontology.org/amigo/term/GO:0010629
RNA polymerase II transcription factor binding	Gene Ontology	GO:0001085	1	56	0.197884939942	0.256042439598	RERE	http://amigo.geneontology.org/amigo/term/GO:0001085
cellular response to transforming growth factor beta stimulus	Gene Ontology	GO:0071560	1	56	0.197884939942	0.256042439598	SMAD3	http://amigo.geneontology.org/amigo/term/GO:0071560
Rho protein signal transduction	Gene Ontology	GO:0007266	1	56	0.197884939942	0.256042439598	BCL6	http://amigo.geneontology.org/amigo/term/GO:0007266
clathrin-coated vesicle membrane	Gene Ontology	GO:0030665	1	56	0.197884939942	0.256042439598	IL7R	http://amigo.geneontology.org/amigo/term/GO:0030665
phosphatidylinositol phosphorylation	Gene Ontology	GO:0046854	1	56	0.197884939942	0.256042439598	ITPKA	http://amigo.geneontology.org/amigo/term/GO:0046854
negative regulation of cell population proliferation	Gene Ontology	GO:0008285	3	394	0.198317586917	0.25644085453	BCL6|SH2B3|TOB2	http://amigo.geneontology.org/amigo/term/GO:0008285
biological_process	Gene Ontology	GO:0008150	4	594	0.200757611834	0.258749843082	GSDMB|WDR36|TOMM40L|SBNO1	http://amigo.geneontology.org/amigo/term/GO:0008150
protein self-association	Gene Ontology	GO:0043621	1	57	0.200984192316	0.258749843082	TNFAIP3	http://amigo.geneontology.org/amigo/term/GO:0043621
inner ear morphogenesis	Gene Ontology	GO:0042472	1	57	0.200984192316	0.258749843082	FLG	http://amigo.geneontology.org/amigo/term/GO:0042472
positive regulation of interleukin-1 beta production	Gene Ontology	GO:0032731	1	57	0.200984192316	0.258749843082	SMAD3	http://amigo.geneontology.org/amigo/term/GO:0032731
magnesium ion binding	Gene Ontology	GO:0000287	2	214	0.202966411064	0.26097494756	ARL3|SIK2	http://amigo.geneontology.org/amigo/term/GO:0000287
phosphatidylserine binding	Gene Ontology	GO:0001786	1	58	0.204071548124	0.261577994353	GSDMB	http://amigo.geneontology.org/amigo/term/GO:0001786
promoter-specific chromatin binding	Gene Ontology	GO:1990841	1	58	0.204071548124	0.261577994353	IKZF3	http://amigo.geneontology.org/amigo/term/GO:1990841
brush border membrane	Gene Ontology	GO:0031526	1	58	0.204071548124	0.261577994353	SLC22A5	http://amigo.geneontology.org/amigo/term/GO:0031526
basolateral plasma membrane	Gene Ontology	GO:0016323	2	216	0.20577438635	0.263596347873	ERBB3|IL6R	http://amigo.geneontology.org/amigo/term/GO:0016323
