Target.id	Gene.symbol	Chromosome	Gene.name	Protein.name	Ensembl.id	UniProt.id	P_value	FDR.BH.	FDR.Bonferroni.	Relationship	Value	herb
SMTT09886	RFX3	None	regulatory factor X3	None	ENSG00000080298	None	0.00283873	0.0285387	1	By_ingredient	0.2269	蝉蜕
SMTT09896	RGS1	None	regulator of G protein signaling 1	None	ENSG00000090104	None	0.0127127	0.0516794	1	By_ingredient	0.2381	蝉蜕
SMTT09922	RHOB	None	ras homolog family member B	None	ENSG00000143878	None	0.025268	0.067052	1	By_ingredient	0.2042	蝉蜕
SMTT09952	RIOX2	None	ribosomal oxygenase 2	None	ENSG00000170854	None	0.00425515	0.0340688	1	By_ingredient	0.2094	蝉蜕
SMTT09985	RNF149	None	ring finger protein 149	None	ENSG00000163162	None	0.00849268	0.0445421	1	By_ingredient	0.2279	蝉蜕
SMTT09987	RNF186	None	ring finger protein 186	None	ENSG00000178828	None	0.00425515	0.0340688	1	By_ingredient	0.2241	蝉蜕
SMTT09994	RNF39	None	ring finger protein 39	None	ENSG00000204618	None	0.00425515	0.0340688	1	By_ingredient	0.223	蝉蜕
SMTT10016	RORC	None	RAR related orphan receptor C	None	ENSG00000143365	None	0.00990129	0.0473779	1	By_ingredient	0.209	蝉蜕
SMTT10147	RUFY3	None	RUN and FYVE domain containing 3	None	ENSG00000018189	None	0.00708212	0.041619	1	By_ingredient	0.2354	蝉蜕
SMTT10221	SCGB1A1	None	secretoglobin family 1A member 1	None	ENSG00000149021	None	0.00283873	0.0285387	1	By_ingredient	0.204	蝉蜕
SMTT10321	SERPINB5	None	serpin family B member 5	None	ENSG00000206075	None	0.0169152	0.0578863	1	By_ingredient	0.2016	蝉蜕
SMTT10333	SET	None	SET nuclear proto-oncogene	None	ENSG00000119335	None	0.00708212	0.041619	1	By_ingredient	0.2272	蝉蜕
SMTT10347	SFPQ	None	splicing factor proline and glutamine rich	None	ENSG00000116560	None	0.00566961	0.0383771	1	By_ingredient	0.2233	蝉蜕
SMTT10395	SHMT1	None	serine hydroxymethyltransferase 1	None	ENSG00000176974	None	0.0211003	0.0629027	1	By_ingredient	0.2385	蝉蜕
SMTT10422	SKIL	None	SKI like proto-oncogene	None	ENSG00000136603	None	0.00849268	0.0445421	1	By_ingredient	0.2271	蝉蜕
SMTT10423	SKP1	None	S-phase kinase associated protein 1	None	ENSG00000113558	None	0.00990129	0.0473779	1	By_ingredient	0.2218	蝉蜕
SMTT10715	SOCS3	None	suppressor of cytokine signaling 3	None	ENSG00000184557	None	0.0127127	0.0516794	1	By_ingredient	0.2096	蝉蜕
SMTT10730	SP100	None	SP100 nuclear antigen	None	ENSG00000067066	None	0.00990129	0.0473779	1	By_ingredient	0.2199	蝉蜕
SMTT10731	SP140	None	SP140 nuclear body protein	None	ENSG00000079263	None	0.00425515	0.0340688	1	By_ingredient	0.2249	蝉蜕
SMTT10807	SRP68	None	signal recognition particle 68	None	ENSG00000167881	None	0.00425515	0.0340688	1	By_ingredient	0.2485	蝉蜕
SMTT10822	SRSF5	None	serine and arginine rich splicing factor 5	None	ENSG00000100650	None	0.0113079	0.0500184	1	By_ingredient	0.2142	蝉蜕
SMTT10828	SSBP1	None	single stranded DNA binding protein 1	None	ENSG00000106028	None	0.00849268	0.0445421	1	By_ingredient	0.253	蝉蜕
SMTT11004	TAF1D	None	TATA-box binding protein associated factor, RNA polymerase I subunit D	None	ENSG00000166012	None	0.00849268	0.0445421	1	By_ingredient	0.2306	蝉蜕
SMTT11020	TANK	None	TRAF family member associated NFKB activator	None	ENSG00000136560	None	0.00566961	0.0383771	1	By_ingredient	0.2215	蝉蜕
SMTT11131	TFDP1	None	transcription factor Dp-1	None	ENSG00000198176	None	0.00566961	0.0383771	1	By_ingredient	0.204	蝉蜕
SMTT11132	TFDP2	None	transcription factor Dp-2	None	ENSG00000114126	None	0.00425515	0.0340688	1	By_ingredient	0.2234	蝉蜕
SMTT11183	TKT	None	transketolase	None	ENSG00000163931	None	0.0113079	0.0500184	1	By_ingredient	0.2207	蝉蜕
SMTT11314	TNFAIP6	None	TNF alpha induced protein 6	None	ENSG00000123610	None	0.00990129	0.0473779	1	By_ingredient	0.2174	蝉蜕
SMTT11322	TNFRSF25	None	TNF receptor superfamily member 25	None	ENSG00000215788	None	0.0113079	0.0500184	1	By_ingredient	0.2157	蝉蜕
SMTT11324	TNFRSF8	None	TNF receptor superfamily member 8	None	ENSG00000120949	None	0.00425515	0.0340688	1	By_ingredient	0.2328	蝉蜕
SMTT11328	TNFSF18	None	TNF superfamily member 18	None	ENSG00000120337	None	0.00283873	0.0285387	1	By_ingredient	0.2313	蝉蜕
SMTT11329	TNFSF8	None	TNF superfamily member 8	None	ENSG00000106952	None	0.00283873	0.0285387	1	By_ingredient	0.2258	蝉蜕
SMTT11330	TNFSF9	None	TNF superfamily member 9	None	ENSG00000125657	None	0.00566961	0.0383771	1	By_ingredient	0.2303	蝉蜕
SMTT11331	TNIK	None	TRAF2 and NCK interacting kinase	None	ENSG00000154310	None	0.00849268	0.0445421	1	By_ingredient	0.2377	蝉蜕
SMTT11353	TOP2B	None	DNA topoisomerase II beta	None	ENSG00000077097	None	0.025268	0.067052	1	By_ingredient	0.2211	蝉蜕
SMTT11367	TP53INP1	None	tumor protein p53 inducible nuclear protein 1	None	ENSG00000164938	None	0.00849268	0.0445421	1	By_ingredient	0.2214	蝉蜕
SMTT11391	TRA2A	None	transformer 2 alpha homolog	None	ENSG00000164548	None	0.0127127	0.0516794	1	By_ingredient	0.234	蝉蜕
SMTT11405	TRAPPC10	None	trafficking protein particle complex 10	None	ENSG00000160218	None	0.00849268	0.0445421	1	By_ingredient	0.2513	蝉蜕
SMTT11424	TRIM10	None	tripartite motif containing 10	None	ENSG00000204613	None	0.00566961	0.0383771	1	By_ingredient	0.2254	蝉蜕
SMTT11425	TRIM11	None	tripartite motif containing 11	None	ENSG00000154370	None	0.00566961	0.0383771	1	By_ingredient	0.2441	蝉蜕
SMTT11427	TRIM15	None	tripartite motif containing 15	None	ENSG00000204610	None	0.00425515	0.0340688	1	By_ingredient	0.2396	蝉蜕
SMTT11430	TRIM17	None	tripartite motif containing 17	None	ENSG00000162931	None	0.00425515	0.0340688	1	By_ingredient	0.253	蝉蜕
SMTT11431	TRIM21	None	tripartite motif containing 21	None	ENSG00000132109	None	0.00849268	0.0445421	1	By_ingredient	0.2172	蝉蜕
SMTT11436	TRIM31	None	tripartite motif containing 31	None	ENSG00000204616	None	0.00425515	0.0340688	1	By_ingredient	0.2233	蝉蜕
SMTT11437	TRIM34	None	tripartite motif containing 34	None	ENSG00000258659	None	0.00425515	0.0340688	1	By_ingredient	0.2238	蝉蜕
SMTT11438	TRIM4	None	tripartite motif containing 4	None	ENSG00000146833	None	0.00566961	0.0383771	1	By_ingredient	0.2217	蝉蜕
SMTT11439	TRIM40	None	tripartite motif containing 40	None	ENSG00000204614	None	0.00425515	0.0340688	1	By_ingredient	0.2296	蝉蜕
SMTT11440	TRIM41	None	tripartite motif containing 41	None	ENSG00000146063	None	0.00425515	0.0340688	1	By_ingredient	0.2417	蝉蜕
SMTT11441	TRIM43	None	tripartite motif containing 43	None	ENSG00000144015	None	0.00566961	0.0383771	1	By_ingredient	0.2256	蝉蜕
SMTT11443	TRIM48	None	tripartite motif containing 48	None	ENSG00000150244	None	0.00425515	0.0340688	1	By_ingredient	0.2247	蝉蜕
SMTT11444	TRIM49	None	tripartite motif containing 49	None	ENSG00000168930	None	0.00425515	0.0340688	1	By_ingredient	0.2188	蝉蜕
SMTT11445	TRIM49B	None	tripartite motif containing 49B	None	ENSG00000182053	None	0.00425515	0.0340688	1	By_ingredient	0.2108	蝉蜕
SMTT11446	TRIM49C	None	tripartite motif containing 49C	None	ENSG00000204449	None	0.00425515	0.0340688	1	By_ingredient	0.2238	蝉蜕
SMTT11448	TRIM51	None	tripartite motif-containing 51	None	ENSG00000124900	None	0.00425515	0.0340688	1	By_ingredient	0.238	蝉蜕
SMTT11451	TRIM6-TRIM34	None	TRIM6-TRIM34 readthrough	None	ENSG00000258588	None	0.00425515	0.0340688	1	By_ingredient	0.231	蝉蜕
SMTT11452	TRIM60	None	tripartite motif containing 60	None	ENSG00000176979	None	0.00425515	0.0340688	1	By_ingredient	0.2166	蝉蜕
SMTT11453	TRIM61	None	tripartite motif containing 61	None	ENSG00000183439	None	0.00425515	0.0340688	1	By_ingredient	0.2259	蝉蜕
SMTT11454	TRIM64B	None	tripartite motif containing 64B	None	ENSG00000189253	None	0.00425515	0.0340688	1	By_ingredient	0.2195	蝉蜕
SMTT11455	TRIM64C	None	tripartite motif containing 64C	None	ENSG00000214891	None	0.00425515	0.0340688	1	By_ingredient	0.2114	蝉蜕
SMTT11457	TRIM68	None	tripartite motif containing 68	None	ENSG00000167333	None	0.00425515	0.0340688	1	By_ingredient	0.2141	蝉蜕
SMTT11459	TRIM7	None	tripartite motif containing 7	None	ENSG00000146054	None	0.00425515	0.0340688	1	By_ingredient	0.2285	蝉蜕
SMTT11460	TRIM72	None	tripartite motif containing 72	None	ENSG00000177238	None	0.00425515	0.0340688	1	By_ingredient	0.2265	蝉蜕
SMTT11461	TRIM73	None	tripartite motif containing 73	None	ENSG00000178809	None	0.00425515	0.0340688	1	By_ingredient	0.2467	蝉蜕
SMTT11462	TRIM74	None	tripartite motif containing 74	None	ENSG00000155428	None	0.00425515	0.0340688	1	By_ingredient	0.2397	蝉蜕
SMTT11463	TRIML1	None	tripartite motif family like 1	None	ENSG00000184108	None	0.00425515	0.0340688	1	By_ingredient	0.2382	蝉蜕
SMTT11560	TUBB4A	None	tubulin beta 4A class IVa	None	ENSG00000104833	None	0.0127127	0.0516794	1	By_ingredient	0.2486	蝉蜕
SMTT11561	TUBB4B	None	tubulin beta 4B class IVb	None	ENSG00000188229	None	0.0307982	0.0726718	1	By_ingredient	0.2347	蝉蜕
SMTT11617	UBE2E1	None	ubiquitin conjugating enzyme E2 E1	None	ENSG00000170142	None	0.00849268	0.0445421	1	By_ingredient	0.2355	蝉蜕
SMTT11715	UQCRC1	None	ubiquinol-cytochrome c reductase core protein 1	None	ENSG00000010256	None	0.0141154	0.053676	1	By_ingredient	0.2389	蝉蜕
SMTT11726	USP13	None	ubiquitin specific peptidase 13	None	ENSG00000058056	None	0.00425515	0.0340688	1	By_ingredient	0.2252	蝉蜕
SMTT11778	VEGFB	None	vascular endothelial growth factor B	None	ENSG00000173511	None	0.00566961	0.0383771	1	By_ingredient	0.2331	蝉蜕
SMTT11788	VMP1	None	vacuole membrane protein 1	None	ENSG00000062716	None	0.00708212	0.041619	1	By_ingredient	0.2209	蝉蜕
SMTT11893	XRCC1	None	X-ray repair cross complementing 1	None	ENSG00000073050	None	0.0127127	0.0516794	1	By_ingredient	0.2085	蝉蜕
SMTT11895	XRCC5	None	X-ray repair cross complementing 5	None	ENSG00000079246	None	0.00849268	0.0445421	1	By_ingredient	0.2143	蝉蜕
SMTT11969	ZCCHC2	None	zinc finger CCHC-type containing 2	None	ENSG00000141664	None	0.0183121	0.0591909	1	By_ingredient	0.2309	蝉蜕
SMTT11986	ZFAND6	None	zinc finger AN1-type containing 6	None	ENSG00000086666	None	0.00708212	0.041619	1	By_ingredient	0.2301	蝉蜕
SMTT12122	ZNF267	None	zinc finger protein 267	None	ENSG00000185947	None	0.00708212	0.041619	1	By_ingredient	0.2304	蝉蜕
SMTT12155	ZNF331	None	zinc finger protein 331	None	ENSG00000130844	None	0.0113079	0.0500184	1	By_ingredient	0.2345	蝉蜕
SMTT00010	ABAT	16	4-aminobutyrate Aminotransferase	4-aminobutyrate Aminotransferase, Mitochondrial	ENSG00000183044	P80404	0.0511991	0.0738578	1	By_ingredient	0.5192	防风
SMTT00041	ACADM	1	Acyl-CoA Dehydrogenase Medium Chain	Medium-chain Specific Acyl-CoA Dehydrogenase, Mitochondrial	ENSG00000117054	P11310	0.0174771	0.0363435	1	By_ingredient	0.2349	防风
SMTT00049	ACE	17	Angiotensin I Converting Enzyme	Angiotensin-converting Enzyme	ENSG00000159640	P12821	0.0346505	0.0560328	1	By_ingredient	0.1907	防风
SMTT00051	ACHE	None	acetylcholinesterase (Cartwright blood group)	Acetylcholinesterase	ENSG00000087085	P22303	1.14323e-28	3.72243e-25	4.72748e-23	By_ingredient	14.7435	防风
SMTT00058	ACSL1	None	acyl-CoA synthetase long chain family member 1	Long-chain-fatty-acid--CoA Ligase 1	ENSG00000151726	P33121	0.0102448	0.0477536	1	By_ingredient	0.4093	防风
SMTT00102	ADRA1A	None	adrenoceptor alpha 1A	Alpha-1A Adrenergic Receptor	ENSG00000120907	P35348	0.00076401	0.00599563	1	By_ingredient	2.0839	防风
SMTT00103	ADRA2A	None	adrenoceptor alpha 2A	Alpha-2A Adrenergic Receptor	ENSG00000150594	P08913	0.10548	0.130612	1	By_ingredient	1.0093	防风
SMTT00105	ADRB1	None	adrenoceptor beta 1	Beta-1 Adrenergic Receptor	ENSG00000043591	P08588	0.400856	0.432598	1	By_ingredient	0.588	防风
SMTT00106	ADRB2	None	adrenoceptor beta 2	Beta-2 Adrenergic Receptor	ENSG00000169252	P07550	0.000241248	0.00269347	1	By_ingredient	3.9924	防风
SMTT00125	AGXT	2	Alanine--glyoxylate And Serine--pyruvate Aminotransferase	Serine--pyruvate Aminotransferase	ENSG00000172482	P21549	0.00573219	0.0386911	1	By_ingredient	0.5528	防风
SMTT00139	AKR1B1	None	aldo-keto reductase family 1 member B	Aldose Reductase	ENSG00000085662	P15121	0.519648	0.551676	1	By_ingredient	0.349	防风
SMTT00140	AKR1C1	None	aldo-keto reductase family 1 member C1	Aldo-keto Reductase Family 1 Member C1	ENSG00000187134	Q04828	0.0261015	0.0464126	1	By_ingredient	0.2088	防风
SMTT00144	AKT1	14	AKT Serine/threonine Kinase 1	RAC-alpha Serine/threonine-protein Kinase	ENSG00000142208	P31749	0.0438074	0.0659525	1	By_ingredient	0.5536	防风
SMTT00147	ALAD	9	Aminolevulinate Dehydratase	Delta-aminolevulinic Acid Dehydratase	ENSG00000148218	P13716	0.00697895	0.0414389	1	By_ingredient	0.3398	防风
SMTT00148	ALAS1	None	5'-aminolevulinate synthase 1	5-aminolevulinate Synthase, Nonspecific, Mitochondrial	ENSG00000023330	P13196	0.0346505	0.0560328	1	By_ingredient	0.1866	防风
SMTT00149	ALAS2	X	5'-aminolevulinate Synthase 2	5-aminolevulinate Synthase, Erythroid-specific, Mitochondrial	ENSG00000158578	P22557	0.0515255	0.0742243	1	By_ingredient	0.1913	防风
SMTT00153	ALDH2	12	Aldehyde Dehydrogenase 2 Family Member	Aldehyde Dehydrogenase, Mitochondrial	ENSG00000111275	P05091	0.139229	0.16516	1	By_ingredient	0.1774	防风
SMTT00175	ALOX5	None	arachidonate 5-lipoxygenase	Arachidonate 5-lipoxygenase	ENSG00000012779	P09917	0.00226618	0.0127011	1	By_ingredient	0.6129	防风
SMTT00184	AMD1	None	adenosylmethionine decarboxylase 1	S-adenosylmethionine Decarboxylase Proenzyme	ENSG00000123505	P17707	0.0515255	0.0742243	1	By_ingredient	0.1799	防风
SMTT00193	AMT	3	Aminomethyltransferase	Aminomethyltransferase, Mitochondrial	ENSG00000145020	P48728	0.0270471	0.0691978	1	By_ingredient	0.191	防风
SMTT00194	AMY2A	None	amylase, alpha 2A (pancreatic)	Pancreatic Alpha-amylase	ENSG00000243480	P04746	0.169081	0.195734	1	By_ingredient	0.3727	防风
SMTT00214	ANTXR2	4	Anthrax Toxin Receptor 2	Anthrax Toxin Receptor 2	ENSG00000163297	P58335	0.00877685	0.0251287	1	By_ingredient	0.1878	防风
SMTT00244	AR	X	Androgen Receptor	Androgen Receptor	ENSG00000169083	P10275	0.00650105	0.0400051	1	By_ingredient	9.3507	防风
SMTT00272	ASL	7	Argininosuccinate Lyase	Argininosuccinate Lyase	ENSG00000126522	P04424	0.0270471	0.0691978	1	By_ingredient	0.1896	防风
SMTT00356	BCHE	None	butyrylcholinesterase	Cholinesterase	ENSG00000114200	P06276	0.0252747	0.0454352	1	By_ingredient	1.3463	防风
SMTT00361	BCL2	18	BCL2, Apoptosis Regulator	Apoptosis Regulator Bcl-2	ENSG00000171791	P10415	0.00172878	0.0106678	1	By_ingredient	1.5812	防风
SMTT00362	BCL2L1	None	BCL2 like 1	Bcl-2-like Protein 1	ENSG00000171552	Q07817	0.0477371	0.0889541	1	By_ingredient	0.5812	防风
SMTT00369	BDNF	11	Brain Derived Neurotrophic Factor	Brain-derived Neurotrophic Factor	ENSG00000176697	P23560	0.108311	0.133594	1	By_ingredient	0.4075	防风
SMTT00389	BMP2	20	Bone Morphogenetic Protein 2	None	ENSG00000125845	None	0.00112252	0.00788993	1	By_ingredient	0.4417	防风
SMTT00390	BMP4	14	Bone Morphogenetic Protein 4	Bone Morphogenetic Protein 4	ENSG00000125378	P12644	0.0261015	0.0464126	1	By_ingredient	0.2134	防风
SMTT00434	CA1	None	carbonic anhydrase 1	Carbonic Anhydrase 1	ENSG00000133742	P00915	0.0102448	0.0291326	1	By_ingredient	0.4219	防风
SMTT00436	CA2	8	Carbonic Anhydrase 2	Carbonic Anhydrase 2	ENSG00000104267	P00918	7.7793e-11	2.4519e-08	3.21689e-05	By_ingredient	10.3438	防风
SMTT00437	CA4	17	Carbonic Anhydrase 4	Carbonic Anhydrase 4	ENSG00000167434	P22748	0.00800463	0.0436788	1	By_ingredient	0.4197	防风
SMTT00440	CA9	None	carbonic anhydrase 9	Carbonic Anhydrase 9	ENSG00000107159	Q16790	0.0424045	0.0839118	1	By_ingredient	0.4977	防风
SMTT00461	CALM3	19	Calmodulin 3	None	ENSG00000160014	None	0.466007	0.498236	1	By_ingredient	1.5341	防风
SMTT00480	CASP3	None	caspase 3	Caspase-3	ENSG00000164305	P42574	0.000763146	0.0133096	1	By_ingredient	1.8091	防风
SMTT00482	CASP8	2	Caspase 8	Caspase-8	ENSG00000064012	Q14790	0.00204222	0.02369	1	By_ingredient	0.9069	防风
SMTT00487	CAT	11	Catalase	Catalase	ENSG00000121691	P04040	0.0101638	0.0269299	1	By_ingredient	0.5225	防风
SMTT00516	CCL2	None	C-C motif chemokine ligand 2	C-C Motif Chemokine 2	ENSG00000108691	P13500	0.0131173	0.0308148	1	By_ingredient	0.3983	防风
SMTT00520	CCNA2	None	cyclin A2	Cyclin-A2	ENSG00000145386	P20248	0.00100183	0.0156213	1	By_ingredient	4.1365	防风
SMTT00521	CCND1	11	Cyclin D1	G1/S-specific Cyclin-D1	ENSG00000110092	P24385	0.00675874	0.0220477	1	By_ingredient	0.7058	防风
SMTT00541	CD36	7	CD36 Molecule	None	ENSG00000135218	None	0.0515255	0.0742243	1	By_ingredient	0.1757	防风
SMTT00546	CD40	20	CD40 Molecule	Tumor Necrosis Factor Receptor Superfamily Member 5	ENSG00000101017	P25942	0.043125	0.0651864	1	By_ingredient	0.1893	防风
SMTT00552	CD80	None	CD80 molecule	T-lymphocyte Activation Antigen CD80	ENSG00000121594	P33681	0.0681071	0.0917392	1	By_ingredient	0.1863	防风
SMTT00554	CD86	None	CD86 molecule	T-lymphocyte Activation Antigen CD86	ENSG00000114013	P42081	0.0598527	0.0829567	1	By_ingredient	0.1852	防风
SMTT00558	CDC25B	None	cell division cycle 25B	M-phase Inducer Phosphatase 2	ENSG00000101224	P30305	0.218865	0.246918	1	By_ingredient	0.1633	防风
SMTT00569	CDK2	None	cyclin dependent kinase 2	Cyclin-dependent Kinase 2	ENSG00000123374	P24941	3.26895e-05	0.00144777	1	By_ingredient	6.074	防风
SMTT00570	CDK4	12	Cyclin Dependent Kinase 4	Cyclin-dependent Kinase 4	ENSG00000135446	P11802	0.0158895	0.0491368	1	By_ingredient	0.5241	防风
SMTT00577	CDKN1A	6	Cyclin Dependent Kinase Inhibitor 1A	Cyclin-dependent Kinase Inhibitor 1	ENSG00000124762	P38936	0.327767	0.358444	1	By_ingredient	0.1836	防风
SMTT00612	CETP	16	Cholesteryl Ester Transfer Protein	Cholesteryl Ester Transfer Protein	ENSG00000087237	P11597	0.0174771	0.0363435	1	By_ingredient	0.1535	防风
SMTT00636	CHRM1	None	cholinergic receptor muscarinic 1	Muscarinic Acetylcholine Receptor M1	ENSG00000168539	P11229	1.58361e-15	8.89429e-13	1.3964e-10	By_ingredient	7.7415	防风
SMTT00637	CHRM3	1	Cholinergic Receptor Muscarinic 3	Muscarinic Acetylcholine Receptor M3	ENSG00000133019	P20309	4.58329e-10	1.18381e-07	0.000189528	By_ingredient	5.5164	防风
SMTT00639	CHRNA2	8	Cholinergic Receptor Nicotinic Alpha 2 Subunit	Neuronal Acetylcholine Receptor Subunit Alpha-2	ENSG00000120903	Q15822	5.78731e-07	5.78982e-05	0.239316	By_ingredient	1.9467	防风
SMTT00642	CHRNA7	15	Cholinergic Receptor Nicotinic Alpha 7 Subunit	Neuronal Acetylcholine Receptor Subunit Alpha-7	ENSG00000175344	P36544	0.00219388	0.0248028	1	By_ingredient	1.8329	防风
SMTT00664	CLCN1	7	Chloride Voltage-gated Channel 1	None	ENSG00000188037	None	0.0359	0.0773851	1	By_ingredient	0.2571	防风
SMTT00665	CLCN2	3	Chloride Voltage-gated Channel 2	Chloride Channel Protein 2	ENSG00000114859	P51788	0.0359	0.0773851	1	By_ingredient	0.2483	防风
SMTT00666	CLCN4	X	Chloride Voltage-gated Channel 4	None	ENSG00000073464	None	0.0359	0.0773851	1	By_ingredient	0.2614	防风
SMTT00667	CLCN5	X	Chloride Voltage-gated Channel 5	None	ENSG00000171365	None	0.0446726	0.0862047	1	By_ingredient	0.2497	防风
SMTT00668	CLCN7	16	Chloride Voltage-gated Channel 7	None	ENSG00000103249	None	0.0359	0.0773851	1	By_ingredient	0.2469	防风
SMTT00669	CLCNKA	1	Chloride Voltage-gated Channel Ka	Chloride Channel Protein ClC-Ka	ENSG00000186510	P51800	0.0359	0.0773851	1	By_ingredient	0.2482	防风
SMTT00721	COL1A1	17	Collagen Type I Alpha 1 Chain	Collagen Alpha-1(I) Chain	ENSG00000108821	P02452	0.0382073	0.0798203	1	By_ingredient	0.3383	防风
SMTT00777	CPT1A	11	Carnitine Palmitoyltransferase 1A	Carnitine O-palmitoyltransferase 1, Liver Isoform	ENSG00000110090	P50416	0.0174771	0.0363435	1	By_ingredient	0.2014	防风
SMTT00789	CRH	None	corticotropin releasing hormone	Corticoliberin	ENSG00000147571	P06850	0.0515255	0.0742243	1	By_ingredient	0.2095	防风
SMTT00793	CRP	None	C-reactive protein	C-reactive Protein	ENSG00000132693	P02741	0.0346505	0.0560328	1	By_ingredient	0.1774	防风
SMTT00826	CTH	1	Cystathionine Gamma-lyase	Cystathionine Gamma-lyase	ENSG00000116761	P32929	0.0232822	0.0431877	1	By_ingredient	0.3537	防风
SMTT00830	CTNNB1	3	Catenin Beta 1	Catenin Beta-1	ENSG00000168036	P35222	0.108311	0.133594	1	By_ingredient	0.3633	防风
SMTT00836	CTSB	None	cathepsin B	Cathepsin B	ENSG00000164733	P07858	0.0844006	0.108747	1	By_ingredient	0.1695	防风
SMTT00838	CTSD	11	Cathepsin D	Cathepsin D	ENSG00000117984	P07339	0.00863377	0.0249217	1	By_ingredient	0.9215	防风
SMTT00851	CXCL8	None	C-X-C motif chemokine ligand 8	Interleukin-8	ENSG00000169429	P10145	9.95223e-05	0.0014516	1	By_ingredient	1.1511	防风
SMTT00865	CYP1A1	None	cytochrome P450 family 1 subfamily A member 1	Cytochrome P450 1A1	ENSG00000140465	P04798	0.0232822	0.0431877	1	By_ingredient	0.9721	防风
SMTT00874	CYP2A6	19	Cytochrome P450 Family 2 Subfamily A Member 6	Cytochrome P450 2A6	ENSG00000255974	P11509	0.00877685	0.0251287	1	By_ingredient	0.3818	防风
SMTT00883	CYP3A4	None	cytochrome P450 family 3 subfamily A member 4	Cytochrome P450 3A4	ENSG00000160868	P08684	0.0282716	0.0511011	1	By_ingredient	0.811	防风
SMTT00971	DMPK	19	DM1 Protein Kinase	Myotonin-protein Kinase	ENSG00000104936	Q09013	0.0181134	0.0588509	1	By_ingredient	0.198	防风
SMTT01000	DNPEP	None	aspartyl aminopeptidase	Aspartyl Aminopeptidase	ENSG00000123992	Q9ULA0	0.00877685	0.0251287	1	By_ingredient	0.1915	防风
SMTT01033	DUOX2	15	Dual Oxidase 2	None	ENSG00000140279	None	0.0032906	0.0155098	1	By_ingredient	0.347	防风
SMTT01057	EDN1	6	Endothelin 1	Endothelin-1	ENSG00000078401	P05305	0.100411	0.125405	1	By_ingredient	0.1755	防风
SMTT01064	EFEMP1	2	EGF Containing Fibulin Extracellular Matrix Protein 1	None	ENSG00000115380	None	0.0446726	0.0862047	1	By_ingredient	0.202	防风
SMTT01071	EGLN1	1	Egl-9 Family Hypoxia Inducible Factor 1	Egl Nine Homolog 1	ENSG00000135766	Q9GZT9	0.0261015	0.0464126	1	By_ingredient	0.2149	防风
SMTT01084	EIF6	None	eukaryotic translation initiation factor 6	Eukaryotic Translation Initiation Factor 6	ENSG00000242372	P56537	0.0020527	0.0118908	1	By_ingredient	0.7422	防风
SMTT01086	ELANE	19	Elastase, Neutrophil Expressed	Neutrophil Elastase	ENSG00000197561	P08246	0.0343551	0.0560328	1	By_ingredient	0.5601	防风
SMTT01104	ENPEP	None	glutamyl aminopeptidase	Glutamyl Aminopeptidase	ENSG00000138792	Q07075	0.0174771	0.0363435	1	By_ingredient	0.1758	防风
SMTT01108	EP300	22	E1A Binding Protein P300	None	ENSG00000100393	None	0.0261015	0.0464126	1	By_ingredient	0.1858	防风
SMTT01124	ERBB2	17	Erb-b2 Receptor Tyrosine Kinase 2	Receptor Tyrosine-protein Kinase ErbB-2	ENSG00000141736	P04626	0.0199424	0.0611594	1	By_ingredient	0.3698	防风
SMTT01141	ESR1	6	Estrogen Receptor 1	Estrogen Receptor	ENSG00000091831	P03372	2.9155e-08	4.65129e-06	0.0120561	By_ingredient	12.0364	防风
SMTT01142	ESR2	None	estrogen receptor 2	Estrogen Receptor Beta	ENSG00000140009	Q92731	0.000165175	0.00469339	1	By_ingredient	4.6371	防风
SMTT01148	ETFDH	4	Electron Transfer Flavoprotein Dehydrogenase	Electron Transfer Flavoprotein-ubiquinone Oxidoreductase, Mitochondrial	ENSG00000171503	Q16134	0.0446726	0.0862047	1	By_ingredient	0.2476	防风
SMTT01166	F13A1	6	Coagulation Factor XIII A Chain	Coagulation Factor XIII A Chain	ENSG00000124491	P00488	0.0249143	0.0669177	1	By_ingredient	0.4103	防风
SMTT01170	F3	None	coagulation factor III, tissue factor	Tissue Factor	ENSG00000117525	P13726	0.123906	0.149521	1	By_ingredient	0.1838	防风
SMTT01202	FASN	None	fatty acid synthase	Fatty Acid Synthase	ENSG00000169710	P49327	0.204952	0.23276	1	By_ingredient	0.3777	防风
SMTT01270	FN1	2	Fibronectin 1	Fibronectin	ENSG00000115414	P02751	0.100411	0.125405	1	By_ingredient	0.2087	防风
SMTT01272	FOS	14	Fos Proto-oncogene, AP-1 Transcription Factor Subunit	Proto-oncogene C-Fos	ENSG00000170345	P01100	0.00633825	0.0212735	1	By_ingredient	0.718	防风
SMTT01305	FUS	16	FUS RNA Binding Protein	None	ENSG00000089280	None	0.00877685	0.0251287	1	By_ingredient	0.194	防风
SMTT01317	G6PD	X	Glucose-6-phosphate Dehydrogenase	Glucose-6-phosphate 1-dehydrogenase	ENSG00000160211	P11413	0.0681071	0.0917392	1	By_ingredient	0.1899	防风
SMTT01320	GABRA1	5	Gamma-aminobutyric Acid Type A Receptor Alpha1 Subunit	Gamma-aminobutyric Acid Receptor Subunit Alpha-1	ENSG00000022355	P14867	4.84786e-25	1.07202e-21	2.00468e-19	By_ingredient	11.3605	防风
